Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;12/2009;46.166;0;1.559.883;4.304.319;70.476;5.980.845;1.853.240;0;0;0;0;0;0;495.477;8.329.563;620.555;5.611.729;14.561.847;6.183;1.502.289;16.070.318
ALFA;51293;b1;;C;2;SAO PAULO;SP;12/2009;38.451;0;649.151;3.507.418;1.550;4.196.570;2.462.201;0;20.140;0;0;1.403.883;1.424.023;1.334.627;9.417.422;431.351;2.119.328;11.968.101;11.087;1.671.011;13.650.199
FIBRA;49951;b1;;C;2;SAO PAULO;SP;12/2009;129.700;0;580.876;2.969.636;1.442;3.681.654;3.977.113;0;176.923;0;626.410;0;803.333;1.480.292;9.942.391;116.667;979.788;11.038.846;2.721;783.678;11.825.245
BIC;32119;b1;;C;2;SAO PAULO;SP;12/2009;368.234;11.805;513.029;4.921.030;176;5.814.274;8.449;0;0;0;519.648;88.717;608.365;1.853.442;8.284.530;178.479;1.007.452;9.470.461;9.013;1.774.713;11.254.187
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;12/2009;26.677;0;747.804;4.248.860;478;5.023.818;99.081;0;0;0;712.774;269.477;982.251;0;6.105.150;302.688;2.813.732;9.221.571;0;1.581.423;10.802.993
BBM;30207;b1;;C;2;SALVADOR;BA;12/2009;79.426;0;227.076;841.813;203;1.148.517;7.420.568;0;0;0;1;0;1;620.230;9.189.315;46.420;701.478;9.937.213;431;657.908;10.595.552
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;12/2009;162.110;0;125.590;3.628.801;730;3.917.230;130.825;0;0;0;2.082.968;0;2.082.968;177.346;6.308.369;367.708;1.507.111;8.183.189;0;2.170.634;10.353.823
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;12/2009;16.970;1.129.196;3.620.665;18.026;0;4.784.857;2.722.461;0;0;0;0;0;0;1.218.256;8.725.573;0;189.171;8.914.745;0;180.886;9.095.631
BANESTES;30159;b1;;C;1;VITORIA;ES;12/2009;971.676;1.086.576;11.607;2.945.818;728;5.016.405;2.371.446;5.455;0;0;0;3.121;8.576;451.705;7.848.133;0;439.722;8.287.855;1.063;665.130;8.954.048
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;12/2009;438.640;155.459;55.260;3.625.236;1.686;4.276.281;1.165.246;0;31.578;0;440.008;0;471.586;183.650;6.096.763;162.377;994.020;7.253.159;4.128;583.476;7.840.763
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;12/2009;455.256;349.964;92.335;685.127;434.269;2.016.950;302.078;0;0;0;0;0;0;510.234;2.829.263;0;3.079.163;5.908.425;0;1.897.319;7.805.744
BANCO GMAC S/A;59274605;b2;;I;3;SAO PAULO;SP;12/2009;0;0;492.602;1.364.573;0;1.857.175;0;0;0;0;0;0;0;0;1.857.175;0;4.790.240;6.647.415;46.678;1.070.168;7.764.261
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;12/2009;14.894;0;150.443;465.832;244;631.413;1.754.735;0;0;0;0;0;0;501.161;2.887.308;1.231.544;1.908.869;6.027.722;313;1.540.593;7.568.628
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;12/2009;168.572;0;544.600;2.310.945;523;3.024.640;0;143.335;358.464;0;0;0;501.799;2.316.718;5.843.158;23.316;273.827;6.140.300;18.691;1.218.441;7.377.433
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;12/2009;0;0;354.626;27.311;0;381.938;0;0;0;0;0;0;0;4.504.734;4.886.672;0;1.697.632;6.584.304;27.063;743.132;7.354.498
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;12/2009;0;0;0;0;0;0;0;0;0;0;0;0;0;5.946.714;5.946.714;0;298.763;6.245.477;240;1.074.964;7.320.681
CRUZEIRO DO SUL;50720;b1;;C;2;SAO PAULO;SP;12/2009;20.123;0;247.848;3.354.288;910;3.623.170;132.109;0;0;0;888.673;0;888.673;2.766;4.646.718;74.288;1.287.270;6.008.276;3.143;1.068.194;7.079.612
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;12/2009;8.403;0;1.023.047;1.158.228;2;2.189.679;453.597;0;0;0;0;0;0;2.006.135;4.649.410;272.673;960.669;5.882.752;48.965;1.135.325;7.067.042
PINE;50304;b1;;C;2;SAO PAULO;SP;12/2009;38.856;0;206.445;2.538.255;1;2.783.558;1.600.104;0;245.722;0;241.767;0;487.489;815.252;5.686.402;56.482;413.198;6.156.082;2.652;825.212;6.983.947
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;12/2009;122.752;0;134.629;2.128.297;1.955;2.387.633;1.191.596;0;0;0;542.168;0;542.168;540.824;4.662.221;25.206;506.779;5.194.206;5.006;1.692.718;6.891.929
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;12/2009;1.302;0;53.964;422.821;94;478.180;975.613;0;1.139.438;0;0;0;1.139.438;3.063.202;5.656.434;43.004;581.659;6.281.097;0;547.727;6.828.824
BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB;2038232;b1;;I;2;BRASILIA;DF;12/2009;15.051;535.014;2.949.483;51.730;367;3.551.647;1.660.082;0;5.562;0;0;0;5.562;1.095.196;6.312.487;0;310.569;6.623.056;40;178.841;6.801.937
BRB;31976;b1;;C;1;BRASILIA;DF;12/2009;831.805;989.793;96.834;3.049.580;13.671;4.981.683;295.883;0;0;0;0;12.931;12.931;19.565;5.310.062;0;535.437;5.845.498;313;581.385;6.427.197
SOFISA;31873;b1;;C;2;SAO PAULO;SP;12/2009;110.388;0;94.242;2.008.816;1.632;2.215.077;13.722;0;44.940;0;0;0;44.940;740.809;3.014.549;38.054;2.073.187;5.125.790;931;762.767;5.889.488
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;12/2009;0;0;1.851.485;255.107;0;2.106.592;0;0;0;0;0;0;0;81.738;2.188.330;12.318;2.608.537;4.809.185;70.611;460.248;5.340.044
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;12/2009;26;0;0;0;0;26;0;0;0;0;0;0;0;0;26;0;212.139;212.165;0;4.636.886;4.849.050
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;12/2009;0;0;310.446;738.002;0;1.048.448;0;0;0;0;0;0;0;2.309.420;3.357.868;2.596;474.871;3.835.334;80.242;459.176;4.374.752
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;12/2009;0;0;1.641.941;257.138;0;1.899.079;7.205;0;0;0;0;0;0;354.480;2.260.764;15.991;1.794.222;4.070.977;22.126;218.369;4.311.472
BES;51482;b2;;C;3;SAO PAULO;SP;12/2009;0;0;671.748;1.906.202;0;2.577.950;374.578;0;0;0;428.652;0;428.652;75.012;3.456.192;22.630;315.009;3.793.831;336;421.540;4.215.707
BANIF;20255;b1;;C;3;SAO PAULO;SP;12/2009;23.648;0;100.142;838.587;1.757;964.134;3.001;0;0;0;93.747;0;93.747;404.498;1.465.379;0;1.906.560;3.371.939;541;285.063;3.657.543
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;12/2009;0;0;274.716;945.194;0;1.219.909;584.719;0;0;0;0;0;0;0;1.804.629;261.811;483.491;2.549.931;0;1.071.052;3.620.984
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;12/2009;0;0;693.816;1.899.001;0;2.592.818;0;0;0;0;0;0;0;361.899;2.954.716;3.067;242.994;3.200.778;4.921;334.116;3.539.815
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;12/2009;0;0;0;0;0;0;0;0;0;0;0;0;0;2.924.376;2.924.376;4.256;90.333;3.018.966;1.423;330.757;3.351.145
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;12/2009;203.513;0;87.767;2.139.375;3.487;2.434.141;59.536;0;0;0;0;0;0;93.999;2.587.676;1.248;344.841;2.933.765;25.083;388.459;3.347.306
BNY MELLON SERVIÇOS FINANCEIROS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;2201501;n2;;I;3;RIO DE JANEIRO;RJ;12/2009;0;0;0;0;0;0;2.913.124;0;0;0;0;0;0;0;2.913.124;0;17.041;2.930.165;496;71.607;3.002.269
BANCO BVA S.A.;32254138;b1;;I;2;RIO DE JANEIRO;RJ;12/2009;26.327;0;34.971;1.903.446;1.341;1.966.085;457.486;76.023;44.542;0;0;0;120.565;30.430;2.574.566;0;165.704;2.740.270;614;230.455;2.971.339
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;12/2009;0;0;0;0;174.704;174.704;0;0;0;0;0;44.514;44.514;0;219.217;0;93.267;312.484;0;2.509.234;2.821.718
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;12/2009;0;0;10.615;0;0;10.615;0;0;0;0;0;0;0;0;10.615;0;2.628.863;2.639.478;0;147.888;2.787.365
WESTLB;51554;b1;;I;3;SAO PAULO;SP;12/2009;938;0;20.730;332.926;0;354.594;0;0;38.729;0;518.956;0;557.685;56.220;968.498;44.704;1.267.235;2.280.437;25;492.160;2.772.622
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;12/2009;39.410;0;51.101;1.171.853;335;1.262.700;365.804;0;10.559;0;0;0;10.559;520.001;2.159.064;35.691;102.463;2.297.219;284;432.694;2.730.196
ING;51073;b1;;C;3;SAO PAULO;SP;12/2009;236;0;13.685;215.272;0;229.193;0;0;191.100;0;0;0;191.100;693.258;1.113.550;25.113;856.031;1.994.694;380;709.124;2.704.198
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;12/2009;0;0;263.172;50.906;0;314.078;0;0;0;0;0;0;0;1.671.282;1.985.360;0;241.701;2.227.061;23.099;228.918;2.479.079
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;12/2009;0;0;478.084;0;0;478.084;21.019;0;0;0;0;0;0;0;499.103;0;1.477.994;1.977.096;0;498.424;2.475.520
SCHAHIN;50191;b1;;C;2;SAO PAULO;SP;12/2009;39.882;0;31.678;1.837.954;401;1.909.915;0;0;0;0;36.132;0;36.132;48.382;1.994.429;417;217.779;2.212.626;0;225.086;2.437.712
BANCO BARCLAYS S.A.;61146577;b1;;I;3;SAO PAULO;SP;12/2009;16;0;215.364;124.744;0;340.124;594.774;0;0;0;119.136;0;119.136;0;1.054.034;90.162;484.837;1.629.033;0;640.131;2.269.164
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;12/2009;419.215;470.304;59.996;971.537;233;1.921.285;14.388;0;0;0;0;0;0;60.430;1.996.103;0;93.072;2.089.175;16;148.531;2.237.722
CATERPILLAR;51231;n1;;C;3;SAO PAULO;SP;12/2009;0;0;302.146;0;0;302.146;0;0;0;0;0;0;0;1.241.024;1.543.170;0;311.808;1.854.977;45.826;272.498;2.173.301
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;12/2009;13.389;0;137.514;829.945;64;980.912;2.802;0;0;0;235.366;0;235.366;0;1.219.080;13;135.343;1.354.436;14.944;793.290;2.162.670
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;12/2009;0;0;0;0;0;0;0;0;0;0;0;0;0;757.443;757.443;0;392.511;1.149.954;3.056;1.002.194;2.155.204
OPPORTUNITY;51107;b1;;C;2;RIO DE JANEIRO;RJ;12/2009;107;0;0;0;0;107;1.407.980;0;0;0;0;0;0;0;1.408.088;0;568.308;1.976.396;0;167.678;2.144.074
MERRILL LYNCH;51255;b2;;C;3;SAO PAULO;SP;12/2009;0;0;150.644;51.963;0;202.608;50.006;0;0;0;0;0;0;0;252.614;236.879;613.536;1.103.028;0;1.031.722;2.134.750
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;12/2009;143;0;0;571.027;0;571.170;0;0;0;0;0;0;0;872.881;1.444.051;0;359.061;1.803.112;0;223.736;2.026.848
JOHN DEERE;50071;b1;;C;3;PORTO ALEGRE;RS;12/2009;51.451;0;0;0;0;51.451;0;0;0;0;0;0;0;1.450.687;1.502.138;125;119.533;1.621.795;0;224.636;1.846.431
COOPERATIVA DE CRÉDITO RURAL COOPERCITRUS - CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;12/2009;119.182;0;0;353.174;133.324;605.679;0;0;0;0;0;0;0;597.874;1.203.554;0;96.320;1.299.874;0;519.082;1.818.955
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;12/2009;51.882;0;192.398;574.810;17;819.107;338.834;0;0;0;0;0;0;144.406;1.302.346;0;111.663;1.414.009;650;385.279;1.799.939
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;12/2009;570.659;230.666;27.998;579.815;0;1.409.137;37.700;0;0;0;0;0;0;0;1.446.837;0;115.347;1.562.185;0;211.280;1.773.465
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;12/2009;53.219;0;284.808;683.968;41;1.022.035;0;0;0;0;0;0;0;116.851;1.138.886;8.572;198.959;1.346.417;0;320.921;1.667.338
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;12/2009;9.439;0;12.924;1.168.269;55;1.190.687;30.008;0;0;0;0;0;0;16.696;1.237.390;0;83.233;1.320.623;10.417;318.388;1.649.428
HONDA;51396;b2;;C;3;SAO PAULO;SP;12/2009;0;0;1.264.782;0;0;1.264.782;0;0;0;0;0;0;0;0;1.264.782;0;186.535;1.451.317;7.897;164.380;1.623.594
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;12/2009;39.550;0;43.320;431.721;2.828;517.419;324.022;0;0;0;0;0;0;171.258;1.012.698;0;459.637;1.472.335;0;109.500;1.581.835
CAIXA ESTADUAL S.A. - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;12/2009;0;0;0;0;0;0;0;0;0;0;0;0;0;1.020.196;1.020.196;0;112.668;1.132.865;0;431.680;1.564.544
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;12/2009;0;0;423.217;756.966;0;1.180.183;0;0;0;0;0;0;0;0;1.180.183;0;56.661;1.236.844;0;286.369;1.523.213
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;12/2009;42.765;0;0;385.736;374;428.874;56.716;0;0;0;0;0;0;134.639;620.229;1.053;391.650;1.012.931;463;375.285;1.388.680
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;12/2009;3.246;0;0;150.622;5.045;158.914;41.451;0;0;0;0;0;0;335.723;536.087;161;349.354;885.602;277;376.441;1.262.320
BANCO STANDARD DE INVESTIMENTOS S.A.;4866275;b2;;I;3;SAO PAULO;SP;12/2009;0;0;337.049;420.913;0;757.961;0;0;0;0;0;0;0;71.554;829.515;14.883;56.662;901.060;4.115;301.756;1.206.931
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;12/2009;0;0;0;0;0;0;0;0;0;0;0;0;0;183.243;183.243;0;879.090;1.062.333;0;135.771;1.198.104
BANCO SAFRA DE INVESTIMENTO S.A.;7002898;b2;;I;2;SAO PAULO;SP;12/2009;0;0;0;0;0;0;0;0;0;0;0;0;0;137.705;137.705;0;543.992;681.697;0;514.242;1.195.938
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;12/2009;15.901;0;0;618.610;2.933;637.443;37.032;0;0;0;0;0;0;156.526;831.001;752;152.395;984.148;764;196.333;1.181.246
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;12/2009;0;0;41.338;0;0;41.338;206.000;0;0;0;0;0;0;315.497;562.836;32.458;305.171;900.465;0;216.247;1.116.713
AGENCIA DE FOMENTO DO PARANA S.A.;3584906;n1;;I;1;CURITIBA;PR;12/2009;0;0;0;0;0;0;0;0;0;0;0;0;0;1.284;1.284;0;80.459;81.743;0;1.020.481;1.102.224
FATOR;50122;b1;;C;2;SAO PAULO;SP;12/2009;2.526;0;50.306;217.849;66;270.747;231.581;0;6.287;0;0;0;6.287;2.000;510.615;2.385;251.048;764.049;0;306.049;1.070.098
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;12/2009;0;0;179.161;0;0;179.161;0;0;0;0;0;91.144;91.144;39.859;310.164;0;592.557;902.722;0;140.767;1.043.489
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;12/2009;5.421;0;5.190;281.760;100;292.472;245.153;58.717;13.684;0;0;0;72.401;20.003;630.029;28.936;135.858;794.823;0;202.514;997.337
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;12/2009;25.196;0;4.044;306.376;7.045;342.661;24.300;0;0;0;0;0;0;73.998;440.959;0;424.582;865.542;778;109.715;976.035
COOPERATIVA CENTRAL DE CRÉDITO DO PARANÁ - CENTRAL SICREDI PR;80230774;b3C;;I;2;CURITIBA;PR;12/2009;0;0;0;0;0;0;0;0;0;0;0;0;0;702;702;0;908.811;909.513;0;52.255;961.769
BANCO KDB DO BRASIL S.A.;7656500;b1;;I;3;SAO PAULO;SP;12/2009;1.229;0;26.203;73.529;0;100.961;0;0;0;0;0;0;0;818.398;919.358;686;2.911;922.956;62;23.707;946.725
COOPERATIVA CENTRAL DE CRÉDITO RURAL DO ESTADO DE SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;12/2009;0;0;0;615.580;5.413;620.993;0;0;0;0;0;0;0;0;620.993;0;189.910;810.904;0;86.165;897.069
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;12/2009;0;0;0;0;0;0;0;0;0;0;0;0;0;388.788;388.788;13;92.720;481.520;0;399.941;881.462
MATONE;32016;b1;;C;2;PORTO ALEGRE;RS;12/2009;894;0;42.799;402.370;0;446.063;0;0;0;0;0;0;0;0;446.063;92;183.993;630.149;0;241.524;871.673
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;12/2009;0;0;0;11.069;0;11.069;0;0;0;0;0;0;0;1;11.070;0;823.145;834.216;0;31.870;866.086
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;12/2009;124.993;0;0;150.382;0;275.375;41.392;0;227.830;0;0;0;227.830;101.904;646.501;25.611;29.094;701.205;0;163.192;864.397
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;12/2009;1.596;0;0;568.261;12.593;582.451;0;0;0;0;0;0;0;17.510;599.961;0;167.153;767.113;0;58.211;825.324
BANCO GE CAPITAL S.A.;62421979;b1;;I;3;SAO PAULO;SP;12/2009;951;0;534.529;6.703;0;542.183;0;0;0;0;0;0;0;10.261;552.444;2.420;62.608;617.472;0;188.076;805.548
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;12/2009;6.718;0;0;405.317;0;412.035;0;0;0;0;0;0;0;150.686;562.721;6.667;107.232;676.621;53;107.296;783.969
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;12/2009;26;0;0;210.958;344.025;555.009;0;0;0;0;0;0;0;1.117;556.126;0;46.707;602.833;0;180.084;782.916
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;12/2009;65.448;0;0;165.513;39.096;270.057;0;0;0;0;0;0;0;238.668;508.725;0;50.963;559.689;139;203.893;763.721
BRASCAN;50885;b1;;C;3;RIO DE JANEIRO;RJ;12/2009;3.627;0;40.711;341.107;845;386.290;74.796;0;0;0;0;0;0;64.821;525.907;53;44.080;570.040;203;192.052;762.296
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;12/2009;72.446;0;0;31.246;0;103.692;0;0;0;0;0;0;0;322.133;425.825;0;164.581;590.406;66;132.049;722.521
DRESDNER BANK BRASIL S.A. BANCO MULTIPLO;29030467;b1;;I;3;SAO PAULO;SP;12/2009;112;0;128.928;169.573;0;298.612;0;0;0;0;49.943;0;49.943;0;348.555;21;94.989;443.565;0;263.315;706.879
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;12/2009;0;0;0;0;0;0;0;0;0;0;0;0;0;291.928;291.928;0;71.090;363.018;0;342.520;705.538
