Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2013;348.049.599;5.535.656;5.555.559;7.717.081;16.049.230;8.493.251;2.273.781;0;45.624.558;1.633.392;1.327.441;2.224.968;2.866.436;342.881;607;0;8.395.724;500.257;880.455;1.987.446;3.374.970;688.884;927;0;7.432.937;1.449.996;8.688.654;23.227.806;52.385.253;40.843.289;102.199.403;32.425.379;261.219.780;773.145;5.912.263;1.512.605;76.325;374;0;0;8.274.712;1.273;483.724;552.010;84.248;71.543;112.093;0;1.304.891;1.772.142;4.119.223;3.815.421;2.663.715;1.527.661;1.767.510;131.324;15.796.997;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;12/2013;8.536.341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.510;1.050.280;2.747.502;4.067.078;620.057;914;0;8.536.341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;12/2013;7.851.255;239;8.821;18.802;21.678;1.974;0;0;51.514;302;517;1.053;1.037;41;0;0;2.951;69.943;1.028.373;2.620.578;3.535.605;540.949;1.265;0;7.796.713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;31;24;6;0;0;0;77;0
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;12/2013;7.716.264;6.428;77.678;218.127;331.390;94.778;1.948;0;730.348;13.001;85.394;75.621;85.415;35.123;1.300;0;295.855;44.318;543.481;1.288.435;1.341.136;67.529;40;0;3.284.939;99;335;627;1.754;1.196;1.211;0;5.223;2.393;74.578;15.928;12;0;0;0;92.911;21;8.880;46.468;29.977;11.299;1.477;96;98.219;2.152;2.244.243;834.616;62.016;24.279;976;0;3.168.281;40.488
BRB;31.976;b1;C;1;;199;BRASILIA;DF;12/2013;6.207.996;8.371;273.533;681.833;1.551.534;891.482;123.821;0;3.530.575;24.305;223.424;325.277;567.290;231.949;35.886;0;1.408.130;1.992;15.851;43.252;79.605;20.371;16;0;161.087;1.127;24.985;32.200;82.899;73.939;88.746;0;303.895;12;2.727;143;0;0;0;0;2.883;11.053;26.787;160.065;59.119;28.796;23.554;0;309.374;15.061;42.233;174.777;71.153;50.372;22.615;115.841;492.051;0
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;12/2013;5.235.355;50.718;414.909;1.076.311;1.685.491;461.127;2.410;0;3.690.965;35.352;159.796;287.759;342.163;94.659;592;2;920.323;2.358;22.794;54.494;68.254;4.981;0;0;152.880;10;340;940;1.920;1.161;1.301;0;5.673;22.084;121.268;0;0;0;0;0;143.351;0;908;29.943;1.759;573;23.697;0;56.880;33.230;108.419;83.235;31.799;6.982;1.620;0;265.284;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;12/2013;5.173.474;34.611;289.122;849.715;1.655.061;663.153;11.615;0;3.503.278;19.620;27.723;32.471;8.016;78;0;0;87.908;1.464;5.441;9.743;3.787;0;0;0;20.435;0;0;0;0;0;0;0;0;152.949;985.580;395.209;27.298;0;0;0;1.561.035;0;0;0;0;0;0;0;0;0;345;89;384;0;0;0;818;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;12/2013;4.776.452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.361;148.326;1.773.577;654.529;404.630;233.469;0;3.251.892;22.060;62.340;572.968;453.396;309.856;103.938;0;1.524.559;0
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;12/2013;4.367.896;21.217;282.317;804.983;1.566.840;660.742;114.479;0;3.450.577;7.084;30.561;57.894;52.464;12.699;192;0;160.893;23.649;99.269;236.179;318.469;26.308;21;0;703.894;0;0;0;0;0;0;0;0;5;258;71;0;0;0;0;334;0;338;0;0;0;0;0;338;3.837;20.658;21.669;5.308;388;0;0;51.860;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;12/2013;4.042.996;0;0;0;0;0;0;0;0;178;956;3.515;4.819;1.853;2.385;0;13.707;139;1.792;3.341;1.305;0;0;0;6.577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66.980;191.228;968.273;1.717.800;852.148;223.783;0;4.020.210;404;256;1.836;0;5;0;0;2.501;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;12/2013;3.668.690;457;9.405;26.969;48.643;18.180;314;0;103.968;6.896;4.772;13.060;16.093;400;27;0;41.247;0;0;0;0;0;0;0;0;0;2;5;13;13;66;144;243;0;0;0;0;0;0;0;0;429.789;4.853;38.242;7.749;3.554;669.955;0;1.154.142;33.311;1.405.664;843.447;64.565;16.518;5.585;0;2.369.091;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;12/2013;3.611.375;0;0;0;0;0;0;0;0;0;1.522;4.820;587;294;22;0;7.245;0;5.101;15.495;38.782;31.070;24.316;0;114.764;0;153;326;855;863;3.567;3.080;8.844;0;0;0;0;0;0;0;0;0;74.642;477.224;1.002.023;793.499;1.022.355;0;3.369.743;322;10.055;45.319;45.132;9.243;709;0;110.780;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;12/2013;3.339.851;3.671;148.445;378.335;632.573;268.680;80.189;0;1.511.893;74;56.668;48.930;23.360;2.743;33;0;131.808;6.214;289.374;664.286;631.866;42.234;29;0;1.634.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;514;907;321;0;0;1.918;0;11.643;11.854;22.030;12.016;2.685;0;60.229;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;12/2013;3.304.118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;501.260;1.868.224;865.792;68.842;0;0;0;3.304.118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;12/2013;3.197.809;1.741;8.841;18.265;19.203;2.495;3;0;50.548;74;2.323;617;149;1;0;0;3.164;5.352;50.540;124.589;174.010;18.274;15;0;372.781;0;0;0;0;0;0;0;0;200.490;1.897.580;663.515;9.729;0;0;0;2.771.314;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;12/2013;3.032.488;0;0;0;0;0;0;0;0;560;36;89.913;150.217;99.813;3.397;0;343.937;0;966;6.549;14.735;1.943;0;0;24.194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.098;4.257;662.308;1.067.805;631.678;285.351;0;2.660.497;0;0;2.239;1.621;0;0;0;3.860;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;12/2013;3.006.288;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;44.996;492.564;1.159.558;1.250.630;58.535;4;0;3.006.287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;12/2013;2.638.373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.916;64.420;307.651;668.172;543.385;984.890;744;2.578.178;250;2.074;18.033;16.435;11.135;12.144;123;60.195;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;12/2013;2.591.498;3.015;173.893;406.442;837.551;370.444;16.598;0;1.807.942;25.745;169.655;271.834;177.836;15.078;1.348;10;661.506;0;0;0;0;0;0;0;0;14;42;723;204;0;0;0;983;36.124;47.399;17.188;186;0;0;0;100.898;0;124;2.254;357;379;3.759;0;6.872;6.368;5.316;1.613;0;0;0;0;13.297;0
BANCO CNH CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;12/2013;2.461.709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;1.661;3.155;3.319;72;0;0;8.316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.217;16.860;472.341;817.368;562.159;256.504;0;2.131.448;18.317;69.924;79.721;116.010;33.290;4.682;0;321.944;0
J.MALUCELLI;30.881;b1;C;2;;199;CURITIBA;PR;12/2013;2.416.373;16.427;175.873;532.901;1.023.499;455.261;87.934;0;2.291.894;9.637;43.009;46.041;4.627;0;0;0;103.315;16;11;10;7;0;0;0;44;0;0;0;0;0;0;0;0;1.997;2.686;0;0;0;0;0;4.683;0;0;0;0;0;0;0;0;9.059;3.405;2.868;491;192;384;37;16.436;0
FIBRA;49.951;b1;I;2;;199;SAO PAULO;SP;12/2013;2.301.225;8.250;30.249;70.866;78.431;7.177;124;0;195.098;35.695;244.590;200.714;9.243;30;0;0;490.272;61.252;192.346;442.061;527.626;13.475;0;0;1.236.760;0;0;0;0;0;0;0;0;28.790;53.513;7.511;2;0;0;0;89.815;0;2.961;2.649;0;0;0;0;5.610;10.760;64.147;191.881;12.317;797;1.157;71;281.129;2.541
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;12/2013;2.266.583;0;0;0;0;0;0;0;0;0;204;446;321;10;0;0;980;14.152;350.028;832.683;966.809;89.629;128;0;2.253.428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;2.154;4.789;4.789;295;0;0;12.174;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;12/2013;2.159.282;3.450;61.850;210.778;401.172;178.867;14.433;0;870.550;7.980;47.632;88.508;104.207;14.590;1.093;0;264.010;1.887;18.662;46.400;70.366;14.185;33;0;151.533;259;1.733;3.287;7.378;6.949;29.196;25.385;74.186;4.072;16.221;56.581;100.148;5;5;0;177.032;6.341;100.952;164.546;93.821;42.492;4.911;0;413.063;11.988;44.143;78.344;58.467;14.451;1.515;0;208.908;0
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;12/2013;2.065.714;10.117;109.226;270.183;410.445;110.473;1.449;0;911.892;45.935;65.133;75.193;12.648;315;0;0;199.224;38.084;149.307;331.217;406.667;29.229;94;0;954.598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;12/2013;1.965.737;0;0;0;0;0;0;0;0;0;57.576;124.875;409.772;47.879;0;0;640.102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;0;1.254;0;0;0;1.575;11;39.243;111.795;70.232;2.507;1.403;0;225.191;1.098.870
BONSUCESSO;50.706;b1;C;2;;199;BELO HORIZONTE;MG;12/2013;1.945.476;23.137;186.651;453.595;646.241;142.524;10.665;0;1.462.814;214;1.940;4.518;6.895;1.764;191;0;15.522;0;1.314;3.598;6.858;3.435;53;0;15.258;0;0;0;0;0;0;0;0;51.112;400.026;0;0;0;0;0;451.138;0;0;0;0;0;0;0;0;0;241;503;0;0;0;0;744;0
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;12/2013;1.915.387;1.770;27.011;66.756;127.313;48.593;370;0;271.813;58;149;324;304;90;6;0;931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.091;148.980;402.106;46;0;0;0;563.222;0;33.581;116.802;206.136;146.310;139.410;0;642.240;393;32.393;90.130;192.301;93.833;27.556;576;437.181;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;12/2013;1.843.979;0;291;688;1.097;13;0;0;2.089;596;78.570;38.410;37.819;3.917;614;0;159.926;314;16.621;43.127;75.015;15.148;32;0;150.258;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;35.195;99.434;839.732;73.081;6.854;1.348;0;1.055.644;21.474;192.099;85.074;48.358;19.686;2.179;107.192;476.062;0
PERNAMBUCANAS;40.699;n1;C;2;;197;SAO PAULO;SP;12/2013;1.734.050;333;3.123;4.492;920;0;0;0;8.868;222.857;355.894;220.148;10.847;0;0;0;809.747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;393.239;408.110;480;0;0;0;801.829;0;0;0;0;0;0;0;0;24.227;46.195;37.617;5.568;0;0;0;113.607;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;12/2013;1.445.731;1.430;372;552;508;5;0;0;2.867;43.467;59.221;35.775;55;0;0;0;138.518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224.347;785.358;294.410;231;0;0;0;1.304.346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;12/2013;1.190.052;3.156;52.222;121.587;283.658;180.012;6.325;0;646.961;1.619;8.128;9.305;1.843;560;178;0;21.633;0;0;0;0;0;0;0;0;91;2.456;6.708;18.498;18.164;76.691;52.299;174.907;0;252.551;0;0;0;0;0;252.551;916;3.740;11.949;20.096;12.858;9.882;0;59.440;2.094;14.159;16.354;387;173;784;610;34.560;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;12/2013;1.058.120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;48;46;107;0;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.800;28.911;110.954;271.135;221.794;413.738;94;1.055.426;313;122;618;1.230;91;93;0;2.468;0
BIC;32.119;b1;C;2;;199;SAO PAULO;SP;12/2013;1.043.927;9.327;74.116;195.523;338.342;104.023;3.952;0;725.282;3.877;16.469;21.327;21.160;4.284;75;35;67.227;3.900;19.115;44.654;68.406;7.642;5;0;143.721;0;50;134;330;295;1.109;380;2.298;0;0;0;0;0;0;0;0;0;255;0;0;0;0;0;255;811;40.821;29.469;15.482;11.282;7.281;0;105.146;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;12/2013;1.032.619;8;140;328;163;0;0;0;639;4.298;88.295;228.935;268.027;16.926;740;0;607.221;1.449;19.542;54.887;72.904;481;0;0;149.262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.723;68.667;127.423;73.865;2.600;219;0;275.497;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;12/2013;983.369;105;29.143;94.671;155.889;127.685;1.213;0;408.707;2.302;53.569;117.212;224.732;174.874;1.972;0;574.662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;12/2013;982.855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.062;124.750;311.510;478.445;57.086;2;0;982.855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;12/2013;971.325;16;10;1;0;0;0;0;27;245.234;533.071;192.683;309;0;0;0;971.298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50.940;n1;I;2;;197;SAO PAULO;SP;12/2013;918.672;0;0;0;0;0;0;0;0;19.960;72.047;93.608;26.778;1.230;0;0;213.623;31.831;89.129;190.332;241.803;25.513;0;0;578.608;0;0;0;0;0;0;0;0;55.665;70.777;0;0;0;0;0;126.442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;12/2013;912.540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.864;41.907;100.887;189.596;143.029;354.290;74.986;909.558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;218;527;382;1.110;662;2.982;0
