Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;06/2021;628.168.648;2.456.301;5.219.872;13.925.872;25.969.338;14.636.069;12.509.585;14;74.717.052;589.808;1.603.908;3.632.339;4.299.615;136.985;4.416;25;10.267.096;6.215;28.203;52.634;55.971;7.097;5;0;150.125;905.256;14.191.332;39.041.578;90.950.657;74.756.420;212.887.082;86.294.316;519.026.641;1.021.378;6.252.490;2.052.535;168.386;25.299;24.668;0;9.544.756;63.603;853.016;2.574.131;1.134.460;494.174;409.114;277;5.528.776;1.259.917;2.740.933;2.009.945;1.456.143;723.911;722.560;20.790;8.934.201;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;06/2021;14.024.114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.613;653.773;1.224.003;1.130.108;570.585;317.201;2.847;3.950.130;230.308;1.224.698;3.342.744;3.727.013;1.189.875;356.918;2.427;10.073.984;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;06/2021;12.531.577;0;59.504;157.981;273.766;124.806;62.841;0;678.898;0;47;156;327;173;63;0;766;0;1.921;5.131;8.643;1.054;646;0;17.395;0;11.731;28.392;74.138;72.988;326.683;314.944;828.876;0;0;0;0;0;0;0;0;0;819.661;1.309.372;3.418.775;2.701.955;2.673.887;0;10.923.649;177;8.168;21.635;41.040;10.959;15;0;81.993;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;06/2021;11.619.975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.342.543;6.761.798;2.961.272;554.281;81;0;0;11.619.975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;06/2021;10.886.441;2.931;11.071;31.297;37.384;6.691;37;0;89.412;1.441;16.130;35.665;19.974;1.164;8;0;74.382;32.009;232.566;598.280;929.327;174.183;218;0;1.966.583;0;0;0;0;0;0;0;0;454.628;5.457.709;2.632.101;140.132;27.528;4;0;8.712.102;0;0;0;0;0;0;0;0;848;7.308;17.084;17.280;1.440;2;0;43.963;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;06/2021;10.222.426;19.701;150.905;430.777;840.676;504.986;304.833;11;2.251.890;269.048;339.925;286.509;18.682;11;6;4;914.185;16;10;21;25;1;0;0;73;0;0;0;0;0;0;0;0;317.304;2.629.408;1.095.199;1.485.865;416.796;75.324;0;6.019.895;0;0;0;0;0;0;0;0;513;3.662;27.598;18.468;3.123;2.723;0;56.087;980.295
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;06/2021;9.982.230;96.206;549.188;1.518.758;2.822.862;1.600.818;899.366;0;7.487.198;4.241;128.627;26.095;40.655;8.785;304;0;208.708;36.783;171.336;402.890;504.586;52.982;887;0;1.169.464;18;72;122;349;373;2.430;1.182;4.545;32.280;506.150;15.381;3.430;1.244;187;0;558.673;0;0;285;0;0;0;0;285;638;103.604;144.918;204.044;39.725;49.146;11.284;553.358;0
BANCO SICOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;06/2021;9.706.640;3.655;99.984;261.167;563.275;337.702;140.203;0;1.405.985;873;23.678;66.458;126.343;60.333;28.379;0;306.064;0;0;2;4;0;0;0;6;82;4.347;10.164;26.682;26.487;125.513;139.232;332.507;40.994;831.624;4.017.896;44.988;221;0;0;4.935.722;0;116.799;374.300;800.982;679.538;712.860;0;2.684.479;46;1.045;4.449;9.593;9.800;16.944;0;41.877;0
INTER;51.884;b1;C;2;S3;199;BELO HORIZONTE;MG;06/2021;9.259.253;16.726;128.105;385.023;809.700;597.907;568.205;0;2.505.666;24;74;69;78;0;0;0;246;0;0;0;0;0;0;0;0;8.165;55.376;126.093;324.196;303.511;1.154.075;790.251;2.761.667;285.000;2.059.471;698.093;40.682;1.566;0;25;3.084.838;0;15.391;66.059;65.857;1.051;0;0;148.358;34.386;65.748;89.325;183.144;140.633;228.190;17.053;758.479;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;06/2021;8.180.651;789;5.107;12.745;13.294;1.630;7;0;33.572;1.775;9.318;29.304;80.014;15.407;0;0;135.819;71.238;988.901;2.591.116;3.762.717;595.744;1.545;0;8.011.261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6 BANK;52.072;b1;C;2;S4;199;SAO PAULO;SP;06/2021;8.171.305;13.208;337.793;1.017.920;2.061.416;1.288.893;819.950;0;5.539.179;2.230;42.741;96.538;125.506;6.841;464;0;274.318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138.199;1.415.575;656.707;5.718;0;0;0;2.216.199;0;0;0;0;0;0;0;0;63.251;3.666;70.431;4.262;0;0;0;141.609;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;06/2021;7.990.922;482;2.767;38.596;61.897;23.406;685;0;127.832;2.153;4.215;11.997;9.399;133;18;0;27.916;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2.423;24.166;7.951;347;0;0;0;34.887;18.781;215.599;514.435;672.389;2.582;3.556;0;1.427.342;103.779;3.002.711;2.934.522;329.158;1.619;1.081;72;6.372.943;0
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;06/2021;7.296.978;54.780;321.879;906.072;1.572.875;950.479;481.666;696;4.288.446;6.985;14.852;25.947;4.206;727;285;0;53.002;168;355;967;1.370;45;0;0;2.904;0;0;0;0;0;0;0;0;70.370;1.764.176;737.657;170.309;26.408;0;0;2.768.921;0;7.317;0;0;0;0;0;7.317;11.810;24.923;48.502;61.010;23.458;6.683;0;176.387;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S3;8;BELEM;PA;06/2021;7.252.077;11.421;248.425;966.466;1.792.898;1.069.925;1.414.781;0;5.503.916;20.353;232.596;516.283;466.587;162.693;43.857;0;1.442.368;0;8;24;68;71;107;0;278;15;3.161;9.469;22.289;18.352;54.592;21.594;129.471;6.281;42.617;15.533;1.305;0;0;2;65.738;1.044;0;410;1.253;841;160;0;3.709;3.110;12.040;21.560;33.288;17.828;18.065;705;106.595;0
BANCO GM S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;06/2021;6.836.050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.365;872.999;2.179.065;3.128.993;598.986;1.642;0;6.836.050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;06/2021;6.516.503;17.427;288.910;940.567;1.720.014;915.787;483.997;0;4.366.702;66.865;339.416;617.243;528.820;71.559;30.426;0;1.654.329;5;494;733;194;0;0;0;1.427;36;1.296;3.035;7.253;6.374;21.573;8.013;47.580;13.004;240.407;55.354;665;0;0;0;309.430;8.187;5.174;4.120;10.763;0;0;0;28.243;9.916;39.603;34.921;19.082;5.238;33;0;108.793;0
XP;52.120;b1;C;2;S3;199;RIO DE JANEIRO;RJ;06/2021;6.179.643;0;0;0;0;0;0;0;0;1.458;239.769;577.648;1.445.377;1.781.696;995.863;0;5.041.811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;814;851.443;284.644;932;0;0;0;1.137.832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;06/2021;5.695.854;26.073;374.635;1.069.302;2.106.775;1.280.332;825.393;0;5.682.511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;821;1.969;4.004;2.379;3.986;25;13.343;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;06/2021;5.674.087;0;0;0;0;0;0;0;0;10;1.127;3.137;5.545;2.116;5;0;11.941;655;7.629;21.949;42.588;17.401;81;0;90.303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.901;172.476;1.275.685;2.315.365;1.417.488;348.891;0;5.565.807;0;3.344;2.693;0;0;0;0;6.037;0
BANCO JOHN DEERE S.A.;91.884.981;b1;I;3;S3;8;INDAIATUBA;SP;06/2021;5.651.544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40.840;46.899;1.547.482;2.347.361;1.309.769;265.094;0;5.557.445;3.846;16.423;43.538;25.182;4.720;390;0;94.098;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;06/2021;5.496.020;0;0;0;0;0;0;0;0;58;1.726;6.625;10.452;4.451;635;0;23.948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.739;552.343;966.273;2.165.418;1.212.517;439.791;0;5.346.080;0;5.474;19.468;41.774;32.373;26.904;0;125.992;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S3;8;SAO PAULO;SP;06/2021;5.447.578;0;0;0;0;0;0;0;0;1;152;504;391;0;0;0;1.048;15.568;739.918;1.839.547;2.474.875;332.023;950;0;5.402.881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;6.508;16.225;19.028;1.770;0;0;43.648;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;06/2021;5.319.442;0;0;0;0;0;0;0;0;24.007;203.616;450.650;544.629;121.897;12.345;0;1.357.144;0;0;0;0;0;0;0;0;0;22;50;116;113;191;48;539;94.123;722.182;206.837;6.810;432;104;0;1.030.489;0;2.156;115.847;27.473;0;0;0;145.476;38.874;284.396;975.087;1.215.352;178.212;37.262;56.611;2.785.793;0
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;06/2021;5.171.622;0;0;0;0;0;0;0;0;0;114.172;1.210.693;3.114.182;479.017;100.000;0;5.018.063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.756;1.602;0;149.200;0;0;153.558;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;06/2021;5.041.241;3.981;239.117;668.833;1.222.022;712.116;491.297;0;3.337.365;164;11.464;30.083;96.903;9.236;262;0;148.112;3.751;196.705;518.485;749.780;86.699;138;0;1.555.559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;62;0;0;0;0;205;0
NUBANK;52.058;n1;C;2;S4;197;SAO PAULO;SP;06/2021;4.593.341;0;0;0;0;0;0;0;0;68.280;1.001.486;1.496.931;379.549;409;0;0;2.946.656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;576.611;885.193;184.413;468;0;0;0;1.646.686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;06/2021;4.037.109;0;0;0;0;0;0;0;0;23.579;102.806;150.661;96.411;9.308;0;0;382.765;107.878;426.722;925.091;1.060.101;116.019;0;0;2.635.811;0;0;0;0;0;0;0;0;227.484;531.282;153.209;3.561;0;0;0;915.536;0;0;0;0;0;0;0;0;6.435;43.792;47.688;5.082;1;0;0;102.997;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;06/2021;3.983.302;264;367;742;284;0;0;0;1.658;69.906;120.586;109.869;10.764;0;0;0;311.126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;463.631;2.271.542;916.922;18.424;0;0;0;3.670.519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;06/2021;3.803.928;0;0;0;0;0;0;0;0;14;60;61;0;0;0;0;135;49.933;530.780;1.339.675;1.788.483;94.921;1;0;3.803.793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S4;9;BLUMENAU;SC;06/2021;3.756.362;30;838;2.277;4.092;2.123;2.510;0;11.869;35.663;322.980;791.996;1.079.857;238.715;211.450;34.997;2.715.658;1.289;21.327;56.833;93.352;20.295;57;0;193.155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.543;119.647;305.452;283.939;77.044;29.436;618;835.680;0
AGIBANK;51.956;b1;C;2;S4;199;CAMPINAS;SP;06/2021;3.705.027;4.682;137.038;389.853;750.756;461.475;288.322;0;2.032.126;140.731;434.665;673.524;151.161;75;0;0;1.400.155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.189;235.838;11.832;7;0;0;0;268.867;0;0;0;0;0;0;0;0;1.814;405;1.495;164;0;0;0;3.879;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;06/2021;3.702.219;297;1.864;4.601;6.217;765;3;0;13.747;13.988;70.575;286.987;193.473;14.756;3.330;2.481;585.591;4;2.101;6.805;11.014;2.963;34;0;22.920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66.071;216.882;1.027.542;1.451.283;99.702;106.514;1.591;2.969.584;5.199;58.603;45.806;631;139;0;0;110.378;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;06/2021;3.643.863;5.830;104.989;315.039;651.544;435.192;404.124;0;1.916.718;4.267;34.250;83.183;86.544;26.007;3.341;0;237.593;109;2.972;8.661;15.815;4.666;110;0;32.333;217;8.125;24.335;63.737;61.847;264.350;238.610;661.221;11.689;393.262;18.826;4.026;0;0;0;427.803;797;37.592;27.274;39.342;23.732;7.635;0;136.372;6.352;77.560;62.306;69.071;11.409;5.071;55;231.824;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;06/2021;3.418.533;0;0;0;0;0;0;0;0;4.961;8.777;5.004;127;0;0;0;18.868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514.428;2.082.295;787.593;15.348;0;0;0;3.399.664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S4;9;BEBEDOURO;SP;06/2021;3.054.689;13;410;1.421;2.622;1.008;0;0;5.475;9.323;227.420;575.072;503.442;149.198;3.279;0;1.467.733;376;17.624;47.734;79.045;13.926;63;0;158.767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.912;269.412;744.818;236.346;31.193;1.396;0;1.288.077;14.228;66.677;41.667;8.412;2.554;1.098;0;134.636;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;06/2021;2.800.162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.629;188.075;492.195;967.210;586.972;506.026;0;2.747.106;54;2.909;9.198;20.997;9.788;10.111;0;53.056;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;06/2021;2.613.272;281;10.224;37.199;80.249;45.834;35.307;0;209.094;3.306;42.489;206.148;102.529;14.506;134;0;369.112;298;11.951;38.499;77.291;27.852;128;0;156.020;0;0;0;0;0;0;0;0;5.188;81.399;26.133;54;0;0;0;112.774;19;121.404;781.770;297.622;127.852;2.971;0;1.331.637;12.258;36.134;184.912;129.475;49.516;22.340;0;434.635;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;S4;8;ARACAJU;SE;06/2021;2.422.375;5.273;55.305;115.642;282.528;244.452;332.549;6;1.035.754;5.343;47.366;136.668;178.014;91.071;39.509;80;498.050;0;0;0;0;0;0;0;0;381;4.934;15.007;38.410;36.646;151.814;120.183;367.375;34.502;231.152;70.431;405;0;0;0;336.490;2.383;8.924;46.421;54.918;28.037;16.524;0;157.207;1.337;11.160;10.489;3.300;1.032;181;0;27.499;0
