Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;09/2020;584.352.212;2.462.625;5.007.919;13.130.242;23.699.553;12.520.939;9.661.913;69;66.483.261;690.284;1.061.528;2.268.211;2.691.102;228.133;22.014;10.364;6.971.635;26.382;79.916;107.370;94.518;13.934;38;16;322.174;637.934;12.848.662;37.507.033;87.011.697;71.015.085;199.270.839;80.127.609;488.418.858;1.147.643;5.937.273;1.999.287;184.936;23.881;23.671;0;9.316.690;136.775;607.017;1.736.873;574.509;174.328;83.255;597;3.313.355;1.419.693;2.740.999;2.134.881;1.724.816;780.721;693.498;31.629;9.526.238;0
NU PAGAMENTOS S.A.;18.236.120;n4;I;2;S4;41;SAO PAULO;SP;09/2020;12.123.281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.660.572;2.184.940;712;0;0;0;10.846.224;0;0;0;0;0;0;0;0;625.195;416.426;230.058;5.377;0;0;0;1.277.057;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;09/2020;10.926.198;2;42.053;108.961;174.969;68.991;25.467;0;420.442;0;65;140;391;205;120;0;922;0;2.280;6.335;14.009;2.592;1.131;0;26.347;0;6.874;16.663;43.535;42.719;193.050;180.616;483.457;0;0;0;0;0;0;0;0;0;592.643;1.359.787;3.313.988;2.284.752;2.379.664;246;9.931.080;76;4.866;16.460;33.834;8.669;45;0;63.950;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;09/2020;10.723.715;11.543;74.238;219.208;411.581;234.073;144.780;26;1.095.448;235.178;303.948;271.454;12.975;383;229;0;824.167;30;10;19;27;0;0;0;85;0;0;0;0;0;0;0;0;383.652;3.847.955;1.237.783;1.759.228;563.369;86.587;0;7.878.575;0;0;0;0;0;0;0;0;617;24.819;15.916;13.585;3.594;4.149;0;62.681;862.760
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;09/2020;10.102.565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.379.294;5.595.149;2.623.623;504.470;29;0;0;10.102.565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;09/2020;8.506.269;98.762;467.853;1.267.127;2.415.405;1.412.483;752.136;0;6.413.766;2.256;9.421;23.253;34.853;10.389;1;0;80.173;35.691;156.698;366.560;481.051;42.507;1.447;0;1.083.954;29;44;76;209;221;1.431;364;2.375;36.084;504.588;11.995;2.957;1.110;136;0;556.870;0;563;267;483;0;0;0;1.313;3.162;58.597;88.022;146.725;29.923;39.787;1.603;367.818;0
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;09/2020;8.424.055;3.736;13.397;30.597;37.225;7.298;53;0;92.306;2.034;3.995;10.128;1.229;6;0;0;17.392;18.229;174.083;449.201;677.080;123.590;195;0;1.442.378;0;0;0;0;0;0;0;0;445.415;4.240.815;1.962.604;140.539;27.352;2;0;6.816.727;0;0;0;0;0;0;0;0;922;8.310;19.850;23.528;2.641;1;0;55.253;0
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;09/2020;7.730.441;66.810;365.381;1.059.026;1.709.209;951.763;527.777;836;4.680.802;39.146;47.799;80.017;12.059;1;0;0;179.023;355;575;1.485;2.727;348;0;0;5.490;0;0;0;0;0;0;0;0;93.634;1.704.147;628.513;171.772;11.518;0;0;2.609.584;0;3.145;7.094;0;0;0;0;10.239;13.997;38.183;70.592;83.124;28.578;10.829;0;245.302;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;09/2020;7.681.825;1.105;6.388;16.690;17.867;1.979;19;0;44.047;477;7.787;28.939;77.361;37.202;42;0;151.808;102.071;968.757;2.531.004;3.348.634;534.101;1.402;0;7.485.970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;09/2020;7.680.791;3.947;81.352;205.699;414.447;219.928;67.666;0;993.039;1.140;22.163;57.421;111.027;50.506;25.608;0;267.865;0;3;0;4;2;0;0;9;21;2.281;5.238;13.922;13.286;62.598;65.155;162.502;21.534;679.327;3.074.259;17.001;42;0;0;3.792.163;0;153.151;306.770;754.812;578.273;633.865;0;2.426.870;94;1.035;2.997;8.687;8.281;17.248;0;38.343;0
BANCO GM S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;09/2020;6.860.021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59.171;913.091;2.217.192;3.109.015;560.467;1.085;0;6.860.021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S3;8;BELEM;PA;09/2020;6.093.836;9.816;226.569;860.599;1.588.943;908.201;1.032.614;0;4.626.742;19.235;286.689;402.661;412.121;132.709;31.294;0;1.284.708;0;0;0;0;0;0;0;0;0;666;2.010;4.722;3.829;11.328;4.778;27.332;4.458;38.014;14.163;893;0;0;1;57.529;2.208;1.174;1.365;935;283;191;0;6.157;2.301;10.824;20.590;29.973;14.783;12.691;205;91.367;0
BANCO JOHN DEERE S.A.;91.884.981;b1;I;3;S3;8;INDAIATUBA;SP;09/2020;6.011.642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.170;223.681;1.430.487;2.377.153;1.398.236;417.485;0;5.886.211;6.963;32.474;56.511;24.929;3.992;562;0;125.431;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;09/2020;5.543.758;372;14.389;37.047;54.958;19.632;466;0;126.865;1.410;6.563;12.487;9.591;73;1;0;30.124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.223;31.261;11.275;506;0;0;0;46.264;23.016;50.454;148.304;659.534;3.013;3.875;0;888.197;68.044;2.585.445;1.691.669;103.853;1.961;1.180;157;4.452.308;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S3;8;SAO PAULO;SP;09/2020;5.519.667;0;0;0;0;0;0;0;0;5;139;357;544;44;0;0;1.090;16.113;712.265;1.966.041;2.574.795;211.190;1.552;0;5.481.957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;5.396;13.290;16.266;1.572;18;0;36.620;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;09/2020;5.384.338;0;0;0;0;0;0;0;0;5;780;2.531;4.498;1.437;3;0;9.254;569;6.474;18.419;34.178;15.862;147;0;75.648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.640;69.461;1.329.292;2.103.622;1.359.158;365.771;0;5.266.944;5;7.601;24.886;0;0;0;0;32.492;0
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;09/2020;5.147.704;23.390;342.298;998.084;1.927.269;1.135.081;699.486;0;5.125.608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498;1.335;3.394;6.805;4.284;5.758;22;22.097;0
INTER;51.884;b1;C;2;S4;199;BELO HORIZONTE;MG;09/2020;5.125.389;12.029;74.826;232.743;436.304;277.929;224.612;0;1.258.444;25;22;58;79;4;0;0;188;0;0;0;0;0;0;0;0;7.216;42.191;93.796;237.347;216.687;738.805;416.100;1.752.141;132.143;949.554;265.109;18.160;2.069;492;4.789;1.372.317;0;1.500;2.813;14.344;1.006;0;0;19.663;13.233;47.295;76.636;169.730;147.920;258.956;8.865;722.636;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;09/2020;4.711.469;0;0;0;0;0;0;0;0;21;905;2.926;5.442;2.169;9;0;11.472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.294;230.140;1.166.651;1.937.588;930.275;317.866;0;4.604.812;0;5.275;14.872;33.429;22.500;19.109;0;95.185;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;09/2020;4.475.362;15.401;164.036;569.537;994.095;477.954;206.645;0;2.427.667;79.615;309.167;612.658;467.258;89.434;11.878;0;1.570.010;5;637;1.408;715;1;0;0;2.767;9;140;4.567;8.080;6.987;21.410;9.295;50.487;11.470;231.471;38.804;500;0;0;0;282.245;10.449;562;7.776;9.638;1.186;0;0;29.611;12.614;34.262;39.843;21.231;4.586;39;0;112.576;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;09/2020;4.168.778;3.697;230.156;591.794;1.046.631;568.105;343.537;0;2.783.920;446;15.238;30.131;90.047;7.723;305;0;143.890;3.166;168.932;430.733;567.931;69.531;95;0;1.240.389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;168;62;0;0;0;580;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;09/2020;3.924.375;0;0;0;0;0;0;0;0;15.766;50.108;132.351;226.489;10.222;259;0;435.195;0;0;0;0;0;0;0;0;7;51;133;322;101;243;64;922;44.080;297.675;90.146;1.528;1;0;0;433.428;0;3.696;10.380;11.771;0;0;0;25.848;15.343;646.218;666.191;1.491.802;132.638;4.327;72.464;3.028.983;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;09/2020;3.710.526;0;0;0;0;0;0;0;0;11;29;40;0;0;0;0;81;55.016;543.292;1.280.980;1.730.586;100.569;2;0;3.710.446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;09/2020;3.708.361;192;545;1.312;519;0;0;0;2.568;232.300;108.294;66.077;2.268;0;0;0;408.939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;751.865;1.818.143;716.396;10.450;0;0;0;3.296.854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;09/2020;3.453.132;0;0;0;0;0;0;0;0;0;42.719;291.432;2.712.559;256.510;0;0;3.303.219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;472;149.200;0;0;149.913;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;09/2020;3.126.729;0;0;0;0;0;0;0;0;33.173;90.843;123.126;66.805;3.078;0;0;317.025;116.650;369.236;785.467;846.157;64.765;0;0;2.182.276;0;0;0;0;0;0;0;0;154.034;319.332;78.197;2.848;0;0;0;554.412;0;0;0;0;0;0;0;0;7.427;31.809;31.846;1.934;0;0;0;73.016;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;09/2020;3.041.693;6.823;94.703;275.203;572.655;364.825;306.913;0;1.621.122;4.922;37.375;65.713;69.826;20.888;1.472;0;200.195;135;2.700;7.751;13.407;3.101;18;0;27.111;153;6.100;18.088;47.553;46.078;193.811;159.195;470.978;10.710;353.236;14.560;3.375;0;0;0;381.881;2.364;35.606;38.090;31.618;13.688;3.594;0;124.961;6.295;46.933;63.870;77.497;13.753;7.089;9;215.446;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;09/2020;2.878.574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.304;195.482;486.448;1.066.019;568.279;479.382;30;2.807.943;61;3.964;9.536;23.571;16.225;17.274;0;70.630;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;09/2020;2.867.335;0;0;0;0;0;0;0;0;14.091;10.570;4.326;102;0;0;0;29.089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;591.262;1.633.615;591.554;21.815;0;0;0;2.838.246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S4;9;BEBEDOURO;SP;09/2020;2.841.421;8;359;1.299;2.161;821;0;0;4.648;8.368;177.885;466.768;424.666;111.145;3.151;0;1.191.983;379;14.692;43.230;74.126;14.095;102;0;146.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.885;386.242;709.140;236.225;32.196;934;0;1.368.622;14.677;69.375;35.535;6.557;2.890;509;0;129.543;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S5;9;BLUMENAU;SC;09/2020;2.698.614;42;432;1.078;1.263;106;2;0;2.923;22.886;246.779;613.050;821.879;173.140;84.510;9.981;1.972.225;858;14.926;40.578;64.633;11.315;70;0;132.378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.828;92.270;230.160;194.291;39.053;18.105;380;591.087;0
PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;09/2020;2.389.284;2;2;202;1;0;0;0;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;393.197;943.050;903.719;105.966;0;0;0;2.345.932;0;0;0;0;0;0;0;0;7.832;33.950;1.358;6;0;0;0;43.146;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;09/2020;2.270.619;266;7.884;28.110;59.704;37.183;27.388;0;160.536;3.659;63.713;158.647;128.965;13.693;1.393;0;370.069;261;10.700;30.870;65.124;26.017;159;0;133.131;0;0;0;0;0;0;0;0;5.388;61.861;19.170;24;0;0;0;86.443;1.672;103.066;513.180;225.706;55.476;4.840;0;903.940;7.157;51.212;356.558;127.322;46.112;28.140;0;616.501;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;09/2020;2.216.370;39.356;171.811;454.019;828.390;457.421;216.118;3;2.167.118;3;78;381;764;120;299;35;1.680;3.350;6.251;9.408;3.926;38;0;0;22.972;0;37;120;308;301;828;171;1.765;50;543;0;0;0;0;0;593;0;0;0;0;0;0;0;0;808;1.421;5.726;8.401;5.045;841;0;22.242;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;S4;8;ARACAJU;SE;09/2020;2.157.783;4.084;53.451;105.344;248.222;212.922;324.117;41;948.180;5.772;60.291;77.686;135.529;84.368;36.918;64;400.628;0;0;0;0;0;0;0;0;405;4.773;14.453;37.471;35.567;146.326;114.382;353.377;32.998;202.312;63.541;412;0;0;0;299.264;1.100;8.372;34.153;34.604;21.986;17.698;0;117.912;2.341;14.904;16.615;3.011;1.267;285;0;38.422;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;09/2020;1.968.377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59.090;74.304;165.993;339.728;255.450;734.436;324.096;1.953.096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;363;1.007;2.585;2.347;7.505;1.372;15.281;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;09/2020;1.903.261;333;2.360;4.524;6.571;1.128;3;0;14.920;18.937;85.685;275.754;94.677;17.298;4.486;33.351;530.189;9;1.426;5.582;8.866;2.531;29;0;18.444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.912;190.458;491.414;346.310;102.884;100.619;4.284;1.281.882;4.623;28.344;20.840;960;1.253;1.806;0;57.827;0
AGIBANK;51.956;b1;C;2;S4;199;PORTO ALEGRE;RS;09/2020;1.900.602;2.403;46.628;119.966;217.667;121.804;65.634;0;574.102;178.681;349.768;468.014;68.283;78;0;0;1.064.824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.054;210.495;11.572;2;0;0;0;256.123;0;0;0;0;0;0;0;0;2.859;546;1.560;590;0;0;0;5.554;0
