Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;12/2022;794.159.120;447.866;5.440.576;13.370.004;30.266.682;22.397.086;30.531.309;0;102.453.523;262.728;2.140.228;4.991.720;5.020.625;1.069.356;19.093;0;13.503.750;2.278;10.294;25.627;37.879;11.028;42;0;87.149;1.163.775;16.797.542;45.880.214;107.458.589;88.770.386;255.336.187;104.296.599;619.703.291;1.831.604;8.241.675;2.737.430;184.285;31.815;30.316;0;13.057.126;201.180;3.005.133;9.961.800;7.720.661;6.536.579;4.637.814;0;32.063.167;1.813.143;5.281.150;2.077.756;1.683.570;1.026.917;1.392.780;15.798;13.291.114;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;12/2022;11.381.439;159;1.902;4.571;5.495;1.277;7;0;13.412;9.134;84.824;377.921;230.722;9.216;1.102;35.921;748.841;179;2.364;7.041;8.727;1.286;0;0;19.598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92.722;382.034;4.619.373;2.591.065;1.115.140;1.567.974;76.317;10.444.626;15.349;72.467;64.727;1.360;133;928;0;154.963;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;12/2022;11.169.751;3;0;0;0;0;0;0;3;419.330;326.997;566.876;691.104;194.433;17.074;0;2.215.814;0;0;0;0;0;0;0;0;5;15;28;48;37;109;68;310;1.327.347;1.645.957;539.605;22.870;1.227;262;0;3.537.268;0;2.284;91.959;0;0;0;0;94.243;616.464;872.199;1.589.655;1.635.368;544.243;7.574;56.611;5.322.114;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S3;8;BELEM;PA;12/2022;10.308.481;12.757;491.904;1.169.355;2.547.560;1.579.766;2.306.902;2.145;8.110.391;22.672;238.056;454.414;488.750;130.700;28.816;0;1.363.408;0;10;27;71;68;53;0;230;88;11.196;31.732;74.840;61.184;169.767;64.225;413.032;42.489;91.198;29.102;3.309;0;0;2;166.100;0;0;1.007;42.036;27.351;23.970;0;94.365;4.743;16.511;27.208;46.280;27.746;36.725;1.743;160.956;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;12/2022;10.074.917;33.756;490.164;1.322.808;2.385.834;1.276.750;443.382;0;5.952.694;96.895;649.364;1.337.509;1.010.259;268.363;84.109;7;3.446.505;0;43;30;34;9;0;0;116;0;1.246;2.960;7.244;6.389;21.825;6.545;46.208;20.483;368.436;71.299;953;0;0;0;461.171;0;1.383;12.340;1.383;0;0;0;15.105;28.780;58.738;51.885;12.602;1.082;31;0;153.117;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;12/2022;9.769.171;715;5.024;10.825;13.642;2.696;13;0;32.916;6.315;10.506;38.173;43.735;7.037;1;0;105.767;72.450;1.202.464;3.166.869;4.430.221;756.442;2.043;0;9.630.489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AGIBANK;51.956;b1;C;2;S4;199;CAMPINAS;SP;12/2022;8.318.722;37.929;391.750;1.035.828;1.937.094;1.129.723;547.862;0;5.080.186;216.618;599.115;1.093.263;476.714;17.353;5.798;0;2.408.861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40.941;772.580;13.513;9;0;0;0;827.044;0;0;0;0;0;0;0;0;1.457;125;911;111;24;2;0;2.630;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;12/2022;8.039.998;0;0;0;0;0;0;0;0;540;4.310;12.401;24.364;11.235;38;0;52.888;3.467;19.867;53.501;104.707;41.513;146;0;223.200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.050;128.133;2.014.592;3.188.234;1.802.924;545.584;0;7.690.518;475;53.069;19.626;142;80;0;0;73.392;0
BANCO JOHN DEERE S.A.;91.884.981;b1;I;3;S3;8;INDAIATUBA;SP;12/2022;7.967.259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.798;67.782;2.188.982;3.182.302;1.924.908;442.079;0;7.823.852;1.678;5.724;98.948;27.900;8.002;1.155;0;143.407;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;12/2022;7.820.033;0;0;0;0;0;0;0;0;733;6.651;27.543;42.794;17.400;4.062;0;99.184;0;32;291;506;344;0;0;1.173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.075;253.825;1.946.935;3.088.285;1.728.882;685.164;0;7.719.167;79;31;190;209;0;0;0;510;0
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;12/2022;7.553.570;44.791;345.338;1.026.898;2.059.948;1.279.789;513.515;0;5.270.279;374;5.763;516;159;55;12;0;6.879;59;132;262;66;0;0;0;519;0;0;0;0;0;0;0;0;147.527;1.257.393;413.613;155.791;14.131;0;0;1.988.454;0;0;0;0;0;0;0;0;18.093;33.910;67.337;105.136;43.827;19.135;0;287.439;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S3;8;SAO PAULO;SP;12/2022;7.223.452;0;0;0;0;0;0;0;0;0;293;755;994;147;0;0;2.189;34.115;903.590;2.403.879;3.302.464;507.817;1.019;0;7.152.883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;10.497;24.890;29.900;2.792;2;0;68.380;0
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;12/2022;6.403.018;19.405;439.538;1.191.033;2.358.965;1.444.016;805.423;0;6.258.379;0;8.308;22.145;34.392;11.487;4.581;5;80.920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;55.876;0;0;0;0;0;56.010;0;0;0;0;0;0;0;0;114;517;1.332;2.314;1.410;1.947;75;7.709;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;12/2022;6.368.527;0;0;0;0;0;0;0;0;6.132;8.220;4.677;87;0;0;0;19.116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.537.796;3.317.030;1.444.155;50.314;115;0;0;6.349.410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;12/2022;6.039.391;6.115;296.897;749.076;1.373.778;773.969;410.213;0;3.610.049;275;16.864;38.061;38.547;4.598;165;0;98.510;5.884;279.948;739.952;1.063.303;215.130;2.515;0;2.306.731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287;13.814;10.000;0;0;0;24.101;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;12/2022;5.964.277;54;59;40;10;3;0;0;167;208.800;296.196;273.580;40.328;330;351;0;819.584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;895.108;2.920.163;1.292.067;37.187;1;0;0;5.144.526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;12/2022;5.908.299;0;0;0;0;0;0;0;0;63.973;147.152;225.194;192.194;13.235;0;0;641.747;178.329;537.202;1.173.160;1.392.773;105.747;0;0;3.387.211;0;0;0;0;0;0;0;0;649.231;756.794;224.814;22.228;1;0;0;1.653.068;0;0;0;0;0;0;0;0;24.664;88.128;107.422;6.058;0;0;0;226.273;0
BANCO GM S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;12/2022;5.879.294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.546;778.447;1.920.760;2.603.239;520.632;5.670;0;5.879.294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;12/2022;5.863.981;328;16.126;41.904;65.308;18.549;218;0;142.434;1.478;6.228;11.451;7.637;61;11;0;26.865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.657;27.354;9.661;322;0;0;0;39.994;5.620;54.533;409.562;4.269;2.036;1.400;0;477.419;170.626;2.955.534;1.966.792;82.094;1.044;1.130;50;5.177.269;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;12/2022;5.147.971;7.805;125.732;355.882;730.376;508.869;794.665;0;2.523.328;6.738;46.268;88.975;106.316;36.447;6.598;0;291.342;268;3.835;10.458;19.608;5.818;22;0;40.009;359;15.017;43.552;114.946;112.470;499.695;518.876;1.304.915;15.040;511.147;20.820;2.083;0;0;0;549.088;908;6.531;96.145;67.630;40.708;17.925;0;229.847;7.991;74.779;52.550;51.274;13.345;9.157;345;209.442;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S3;9;BLUMENAU;SC;12/2022;4.545.858;125;2.383;6.397;11.255;4.458;3.778;0;28.397;65.209;376.988;919.536;1.117.530;235.488;181.514;10.684;2.906.948;2.357;28.422;75.325;112.050;17.769;421;0;236.344;11;4.193;11.662;26.816;21.425;55.450;18.722;138.278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92.116;185.468;429.033;393.475;91.559;43.896;343;1.235.890;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;12/2022;4.281.113;0;0;0;0;0;0;0;0;41;84;59;0;0;0;0;184;67.239;633.877;1.506.239;1.913.961;159.612;0;0;4.280.929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;12/2022;4.222.359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.658;78.249;224.880;534.221;467.735;1.665.957;1.212.384;4.187.083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193;829;2.349;5.830;5.106;17.692;3.277;35.275;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S3;9;BEBEDOURO;SP;12/2022;3.851.448;31;851;2.207;5.647;2.539;0;0;11.275;11.871;209.549;654.017;550.873;194.232;18.163;632;1.639.337;492;16.337;44.302;65.025;13.460;22;0;139.637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.619;176.160;1.318.851;306.213;57.143;2.705;0;1.864.691;20.502;73.965;46.673;52.383;2.240;745;0;196.507;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;12/2022;3.546.204;702;21.250;47.095;98.176;51.270;37.615;0;256.109;7.531;49.733;159.189;128.839;12.050;128;0;357.471;799;18.582;57.522;106.880;32.549;123;0;216.455;0;0;0;0;0;0;0;0;15.561;163.324;54.263;372;0;0;0;233.520;1.214;48.992;546.249;350.884;146.425;7.098;0;1.100.862;6.311;140.219;886.516;286.004;50.821;11.915;0;1.381.787;0
