Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BIC;32.119;b1;C;2;;199;SAO PAULO;SP;12/2013;9.389.525;94.350;2.032.873;2.110.475;1.336.950;173.182;19.953;0;5.767.783;6.414;127.789;209.615;197.878;19.474;0;0;561.170;4.380;415.373;155.760;8.856;0;0;0;584.368;447;12.140;4.398;1.798;223;0;0;19.007;17.097;743.973;592.036;76.958;6.686;0;0;1.436.750;20.230;70.854;77.984;105.557;65.209;16.782;34.874;391.490;0;0;0;0;0;0;0;0;0;44.904;96.701;287;0;0;0;141.891;0;0;0;0;0;0;0;0;487.067
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;12/2013;7.931.236;50.688;236.778;572.052;647.215;107.098;17.928;74.117;1.705.877;18.518;86.504;211.235;204.535;96.382;218.023;1.016;836.214;23.093;67.903;239.760;0;0;0;0;330.755;4.611;37.875;3.817;16;0;0;0;46.319;0;0;0;0;0;0;0;0;120.291;107.582;77.935;130.247;97.476;212.543;85.270;831.344;14.226;176.930;829.160;617.123;568.163;1.500.624;212.965;3.919.191;66.191;10.687;35.422;13.135;11.542;124.130;427;261.535;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;12/2013;7.481.613;0;12.139;75.628;0;0;0;0;87.767;68;2.486;7.241;11.232;1.738;0;0;22.764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.349;49.726;0;0;0;0;65.075;9.192;87.177;621.003;214.380;37.012;105.852;12;1.074.627;11;18.440;54.884;143.000;108.755;121.269;0;446.359;0;707.407;4.711.568;344.763;17.490;3.794;0;5.785.021;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;12/2013;7.008.414;0;1.335;3.810;7.224;24;0;0;12.392;7.328;10.633;29.495;79.895;71.387;87.947;0;286.684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.948;5.411;1.324;4.642;4.111;10.425;0;40.860;3.608;157.593;453.424;1.161.831;791.227;1.030.663;20.135;3.618.481;1.081;152.763;334.430;951.800;679.035;930.679;209;3.049.996;0;0;0;0;0;0;0;0;0
PINE;50.304;b1;C;2;;199;SAO PAULO;SP;12/2013;5.570.577;31.648;532.607;810.469;856.476;230.416;35.830;0;2.497.447;0;0;0;0;0;0;0;0;0;0;8.696;105;0;0;0;8.801;0;41.576;0;0;0;0;0;41.576;0;403.252;506.492;201.250;13.616;0;0;1.124.609;7;87.259;14.377;58.222;23.150;21.011;0;204.026;0;39.726;165.904;506.109;101.729;102.288;0;915.757;0;19.286;104.856;47.433;3.111;0;0;174.686;0;0;0;0;0;0;0;0;603.676
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;12/2013;5.396.545;0;7.770;13.487;14.959;1.615;4.881;0;42.713;7;5.563;14.989;31.620;13.270;77;0;65.526;0;0;0;0;0;0;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.082;80.717;344.313;227.324;37.375;4.159;0;696.970;49;5.909;18.652;47.461;36.788;24.922;0;133.781;0;442.074;2.867.057;914.839;171.558;62.013;0;4.457.540;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;12/2013;5.376.080;9.769;46.657;160.031;32.917;13.646;324;0;263.344;7.583;20.005;40.854;41.421;3.136;8;0;113.007;0;0;0;0;0;0;0;0;5.646;921.015;2.582.820;151.755;0;0;0;3.661.235;0;0;0;0;0;0;0;0;452;159.440;0;0;0;0;0;159.892;31.011;106.507;303.764;562.623;174.696;0;0;1.178.601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIBRA;49.951;b1;I;2;;199;SAO PAULO;SP;12/2013;4.606.724;76.151;518.164;786.531;321.522;24.449;7.365;0;1.734.182;5.267;17.062;34.344;32.368;788;0;0;89.830;0;40.656;12.972;0;0;0;0;53.628;4.196;159.072;17.664;0;0;0;0;180.932;12.806;330.383;410.771;54.312;4.478;0;0;812.750;13.341;172.525;298.580;14.178;2.525;851;0;502.000;902;9.530;21.411;26.976;1.659;0;0;60.477;333;37.740;105.751;33.682;0;0;0;177.506;0;0;0;0;0;0;0;0;995.417
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;12/2013;4.576.246;0;0;17.307;3.500;0;0;0;20.807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.483;61.327;148.870;117.210;39.669;0;406.559;26.681;120.658;305.059;217.585;161.119;9.213;0;840.315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.308.566
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;12/2013;4.537.100;11.753;506.989;475.298;282.547;12.976;0;0;1.289.562;1.679;137.547;308.234;250.899;12.228;61;0;710.648;0;101.891;84.382;0;0;0;0;186.273;0;705.985;235.416;0;0;0;0;941.402;0;127.610;16.860;0;0;0;0;144.470;0;1.857;5.018;10.118;6.959;2.741;0;26.693;715;113.533;373.439;509.624;145.466;92.341;0;1.235.118;0;64;1.052;1.576;243;0;0;2.934;0;0;0;0;0;0;0;0;0
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;12/2013;4.511.546;71.871;469.763;791.591;627.241;40.538;569;0;2.001.573;299;1.864;2.960;3.033;422;1;0;8.580;121.075;819.832;306.552;2.758;0;0;0;1.250.216;9.082;171.011;12.873;1.060;70;0;0;194.095;34.426;291.093;271.374;14.628;2.506;0;0;614.028;17.863;20.497;57.913;30.302;2.103;0;0;128.678;1.982;26.259;89.688;150.953;37.040;7.242;0;313.165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.210
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;12/2013;3.977.690;47.148;492.575;683.813;616.083;58.128;0;0;1.897.747;1.163;11.004;21.881;17.994;834;0;0;52.876;36.431;794.595;180.034;0;0;0;0;1.011.060;10.862;151.754;7.375;21;0;0;0;170.013;761;22.783;44.256;0;0;0;0;67.800;28.428;42.682;77.386;262.217;74.863;10.562;88;496.224;164;71;0;0;0;0;0;234;0;1.324;18.376;437;5.417;199.030;0;224.584;0;10.038;24.448;21.401;1.264;0;0;57.152;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;;5;BELO HORIZONTE;MG;12/2013;3.968.208;7.431;58.481;281.805;451.402;49.230;108.954;0;957.303;563;74.846;54.592;160.438;127.818;87.647;0;505.904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;80;129;153;10;15;0;389;6.381;117.637;291.169;813.230;468.289;673.218;1;2.369.926;0;5.523;37.492;40.643;18.798;32.230;0;134.686;0;0;0;0;0;0;0;0;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;12/2013;3.821.665;7.673;24.055;88.657;109.447;26.429;0;0;256.261;0;0;0;0;0;0;0;0;0;0;28.256;0;0;0;0;28.256;0;2.906;25.431;0;0;0;0;28.337;0;423.566;1.126.091;582.394;477.872;105.214;0;2.715.137;0;7.158;56.522;37.007;128.275;2.343;0;231.305;0;1.108;7.020;18.843;4.961;31;0;31.964;26;8.917;30.562;59.254;52.328;45.198;0;196.285;0;0;0;0;0;0;0;0;334.119
PANAMERICANO;31.323;b1;C;2;;199;SAO PAULO;SP;12/2013;3.499.761;22.119;258.718;557.516;442.024;53.701;17;0;1.334.095;129.736;183.671;508.671;335.113;74.759;11.376;4.450;1.247.777;49;0;0;0;0;0;0;49;0;0;7.886;11.748;5.278;0;0;24.912;8.008;163.830;471.970;184.981;4.685;0;0;833.475;9.564;1.189;44.094;0;4.607;0;0;59.454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;12/2013;3.434.828;7.707;14.882;55.026;107.699;109.962;0;0;295.276;6.700;74.342;149.350;203.797;39.673;546;0;474.408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.167;223.265;647.293;1.210.666;425.746;124.007;0;2.665.144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;12/2013;3.280.737;1.277;1.958;2.628;1.854;687;0;0;8.404;7.272;52.300;116.469;137.419;12.996;7;0;326.463;0;0;0;0;0;0;0;0;0;265.269;192.606;0;0;0;0;457.874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.998;180.312;550.553;1.199.540;514.165;14.427;0;2.487.995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CNH CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;12/2013;3.230.102;18;265.894;117.747;0;0;0;0;383.660;7.350;30.963;43.202;65.115;15.966;0;0;162.596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;577;960.539;390.469;0;0;0;0;1.351.585;11.229;515.244;213.175;382.119;112.672;78;0;1.234.517;616;5.807;25.142;40.060;19.189;6.930;0;97.745;0;0;0;0;0;0;0;0;0
BANCO IBM S.A.;34.270.520;b2;I;3;;8;RIO DE JANEIRO;RJ;12/2013;3.135.502;0;0;0;0;0;0;0;0;5.036;384.821;925.226;1.394.558;250.405;25.121;0;2.985.167;0;0;0;0;0;0;0;0;0;29.853;0;0;0;0;0;29.853;0;0;0;0;0;0;0;0;0;10.965;32.880;68.692;7.946;0;0;120.483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INDUSVAL;50.531;b1;C;2;;199;SAO PAULO;SP;12/2013;2.953.598;23.715;346.510;646.779;492.758;67.660;7.637;0;1.585.059;0;277;800;622;0;0;0;1.700;1.142;36.535;11.757;0;0;0;0;49.434;743;310.951;32.305;0;0;0;0;343.999;2.567;89.515;224.696;2.226;1.461;0;0;320.466;5.991;69.809;64.408;64.380;25.348;30.831;9.002;269.769;486;33.900;83.819;145.989;24.349;4.530;0;293.072;0;127;375;0;0;0;0;502;0;0;0;0;0;0;0;0;89.597
DEUTSCHE;51.183;b1;C;3;;199;SAO PAULO;SP;12/2013;2.658.408;0;28.055;78.358;19.902;0;0;0;126.314;0;0;0;0;0;0;0;0;0;34.195;24.068;0;0;0;0;58.263;0;529.924;39.402;28.777;0;0;0;598.103;264;367.930;233.669;58.614;0;598.004;0;1.258.480;0;33.604;244;0;0;0;0;33.848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;583.400
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;12/2013;2.388.996;0;0;0;0;0;0;0;0;9.783;20.014;76.116;77.387;13.505;0;0;196.805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.776;77.662;318.025;733.496;390.582;527.837;1.088;2.054.465;1.166;2.171;9.675;45.487;44.191;35.038;0;137.727;0;0;0;0;0;0;0;0;0
BES;51.482;b2;C;3;;198;SAO PAULO;SP;12/2013;2.128.351;0;286.088;384.605;399.513;39.811;6.228;0;1.116.245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40.579;83.307;162.616;0;8.603;5.736;300.841;0;1.060;2.646;5.662;1.484;175;0;11.027;0;3.640;12.127;92.465;38.028;102.486;35.175;283.920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416.319
