Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
BIC;32.119;b1;C;2;;199;SAO PAULO;SP;12/2012;12.318.528;3.382.057;4.749.139;1.594.597;992.938;275.996;148.615;80.865;181.028;263.534;649.758
PANAMERICANO;31.323;b1;C;2;;199;SAO PAULO;SP;12/2012;12.250.941;643.591;7.937.727;1.387.727;672.042;283.254;210.868;155.333;191.887;768.513;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;12/2012;11.798.532;3.227.863;4.596.857;2.018.903;701.359;202.704;276.311;197.761;64.167;512.606;0
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;12/2012;9.636.262;13.631;3.095.844;5.592.030;562.846;138.157;55.009;28.823;46.271;103.652;0
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;12/2012;8.856.441;2.493.036;5.033.531;310.619;288.813;240.384;110.204;69.243;62.748;247.862;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;12/2012;8.833.606;8.255.022;397.451;49.724;88.544;20.430;16.818;2;0;5.613;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;12/2012;8.608.008;386.829;2.419.874;3.294.208;948.167;84.423;28.237;10.635;20.035;55.271;1.360.329
FIBRA;49.951;b1;C;2;;199;SAO PAULO;SP;12/2012;8.590.918;338.475;4.256.090;2.190.852;369.243;144.695;82.596;63.513;69.428;201.921;874.103
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;12/2012;8.510.685;1.678.800;2.210.176;2.111.423;280.488;166.465;27.347;11.654;9.867;58.085;1.956.381
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;12/2012;8.487.059;1.346.980;5.186.162;1.756.319;151.162;8.635;10.161;5.655;3.302;18.683;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;12/2012;7.877.187;3.316.065;3.340.331;593.028;298.129;62.239;30.558;6.662;111.847;118.330;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;12/2012;7.543.829;8.399;6.718.540;161.255;464.574;49.983;38.307;34.585;30.598;37.588;0
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;12/2012;7.376.402;0;3.243.759;3.376.754;242.217;126.391;60.052;52.642;45.583;228.430;573
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;12/2012;6.636.263;1.086.340;1.803.100;3.244.695;141.809;42.098;3.954;20.629;28.441;33.310;231.886
BRB;31.976;b1;C;1;;199;BRASILIA;DF;12/2012;6.382.194;3.351.988;1.356.505;866.793;278.717;204.200;75.382;40.960;25.839;181.810;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;12/2012;5.935.871;1.263.679;3.964.277;264.646;102.554;55.240;49.985;41.329;31.859;162.303;0
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;12/2012;5.328.792;143.184;530.911;404.525;1.623;0;19.153;0;0;26.681;4.202.716
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;12/2012;5.101.060;3.657.509;1.238.621;142.024;27.730;6.554;3.184;2.673;1.552;21.212;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;12/2012;5.056.199;0;3.726.649;484.795;445.475;130.033;46.788;39.001;24.252;159.207;0
PINE;50.304;b1;C;2;;199;SAO PAULO;SP;12/2012;4.879.098;798.277;1.252.177;1.828.094;381.867;73.820;7.467;26.882;81.960;67.290;361.264
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;12/2012;4.529.204;1.380.762;1.996.750;847.034;168.909;39.576;19.927;9.763;6.974;59.510;0
BANCO BVA S.A.;32.254.138;b1;I;2;;8;SAO PAULO;SP;12/2012;4.139.040;126.291;646.865;444.464;451.018;796.746;680.350;312.356;377.185;303.764;0
BANCO CNH CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;12/2012;3.886.799;200.038;1.289.057;935.061;883.277;299.151;61.273;18.141;16.904;183.895;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;12/2012;3.552.735;1.802.708;1.008.468;302.749;222.323;59.960;26.137;21.801;21.010;87.578;0
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;12/2012;3.344.133;504.512;2.211.347;180.631;82.171;68.801;38.634;33.028;31.020;193.990;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;12/2012;3.158.255;516.422;1.158.035;821.757;543.177;20.367;24.154;18.684;7.611;48.047;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;12/2012;3.112.584;424.437;952.211;1.091.695;481.515;65.283;30.816;10.864;20.902;34.861;0
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;12/2012;3.103.483;71.220;2.031.269;630.965;270.454;45.544;21.735;11.733;2.273;18.289;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;;5;BELO HORIZONTE;MG;12/2012;2.873.218;1.336.633;442.078;481.267;376.525;143.342;41.863;3.136;2.788;45.587;0
DEUTSCHE;51.183;b1;C;3;;199;SAO PAULO;SP;12/2012;2.855.374;1.580.694;141.537;425.062;110.993;79.283;0;0;0;12.107;505.698
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;12/2012;2.701.490;0;2.126.868;64.884;56.274;69.187;59.753;43.773;39.206;241.544;0
BONSUCESSO;50.706;b1;C;2;;199;BELO HORIZONTE;MG;12/2012;2.646.007;33;2.166.876;138.872;100.756;79.164;45.247;16.044;20.381;78.634;0
INDUSVAL;50.531;b1;C;2;;199;SAO PAULO;SP;12/2012;2.617.573;53.414;1.071.751;859.796;326.707;65.011;82.178;27.107;8.530;20.368;102.711
BANCO IBM S.A.;34.270.520;b2;I;3;;8;RIO DE JANEIRO;RJ;12/2012;2.570.287;1.466.198;613.755;255.389;138.249;59.122;27.120;4.070;956;5.429;0
TOYOTA;51.334;b2;C;3;;198;SAO PAULO;SP;12/2012;2.567.188;248.754;1.677.569;357.338;185.995;54.559;7.344;7.478;5.506;22.644;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;12/2012;2.431.960;409.927;1.360.269;533.085;23.587;20.636;34.479;7.254;4.796;37.927;0
J.MALUCELLI;30.881;b1;C;2;;199;CURITIBA;PR;12/2012;2.395.119;0;1.902.023;349.126;52.314;16.112;13.983;13.001;9.298;39.262;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;12/2012;2.308.777;15.398;2.063.965;59.583;37.656;24.044;19.268;16.479;13.540;58.844;0
RURAL;31.244;b1;C;2;;199;BELO HORIZONTE;MG;12/2012;2.307.430;377.418;883.883;155.392;268.125;159.997;26.288;28.587;35.196;105.210;267.333
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;12/2012;2.285.335;581.999;889.705;572.818;122.419;47.192;18.056;24.229;11.607;17.309;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;12/2012;2.158.225;0;1.956.385;11.450;52.917;93.611;4.216;11.341;2.915;25.390;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;12/2012;2.150.609;0;1.964.879;59.369;54.341;26.983;10.288;7.155;5.341;22.253;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;12/2012;2.104.881;10.239;904.108;388.415;603.062;64.787;30.895;20.451;15.751;67.173;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;12/2012;1.908.164;698.425;1.104.874;23.247;28.177;5.270;14.027;4.408;4.550;25.185;0
SOFISA;31.873;b1;C;2;;199;SAO PAULO;SP;12/2012;1.849.404;13.113;689.441;510.085;485.795;56.103;5.024;20.454;29.833;39.556;0
ING;51.073;b1;C;3;;199;SAO PAULO;SP;12/2012;1.605.127;1.587.768;17.360;0;0;0;0;0;0;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;12/2012;1.567.726;402.300;681.458;378.226;34.974;20.116;17.112;2.910;12.389;18.240;0
BES;51.482;b2;C;3;;198;SAO PAULO;SP;12/2012;1.528.128;1.350.582;34.260;1.435;11.190;30.079;0;0;0;0;100.581
RODOBENS;51.736;b1;C;2;;199;SAO PAULO;SP;12/2012;1.471.030;83.361;1.231.762;39.379;49.466;21.590;11.115;6.326;3.743;24.289;0
PERNAMBUCANAS;40.699;n1;C;2;;197;SAO PAULO;SP;12/2012;1.469.251;0;1.014.455;56.363;37.265;49.454;45.609;36.451;32.249;197.403;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;12/2012;1.463.436;160.464;345.275;579.715;319.394;24.502;4.194;579;1.039;28.275;0
JP MORGAN CHASE;20.107;b1;C;3;;199;SAO PAULO;SP;12/2012;1.452.011;1.243.843;41.446;94.107;0;0;0;52.054;0;20.562;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;12/2012;1.442.340;484.172;784.960;119.550;24.449;78;0;0;0;29.131;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;;199;SAO PAULO;SP;12/2012;1.373.262;553.820;705.451;48.612;33.965;15.713;2.847;2.264;3.362;7.226;0
BBM;30.207;b1;C;2;;199;SALVADOR;BA;12/2012;1.335.469;223.126;459.810;423.401;204.724;133;2.436;51;47;6.976;14.764
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;;19;BARUERI;SP;12/2012;1.323.660;768.404;307.535;105.686;83.547;19.679;13.295;5.639;4.166;15.709;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;;8;SAO PAULO;SP;12/2012;1.257.273;850.152;277.595;108.818;20.708;0;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;12/2012;1.246.695;0;897.943;38.997;40.498;31.241;29.305;27.767;22.554;158.390;0
BANIF;20.255;b1;C;3;;199;SAO PAULO;SP;12/2012;1.238.251;410;350.251;241.674;262.522;35.258;144.348;108.684;6.148;88.956;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;;8;UBERLANDIA;MG;12/2012;1.212.078;237.402;340.901;267.884;235.535;27.437;12.725;10.581;13.961;65.652;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;12/2012;1.119.324;688.083;327.383;21.611;18.106;17.431;12.079;3.908;5.682;25.042;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;12/2012;999.386;404.117;458.133;46.378;21.043;5.561;1.667;11.879;4.164;46.443;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;12/2012;957.554;0;822.887;86.646;21.254;8.411;5.086;3.456;1.859;7.955;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;12/2012;912.887;750.619;121.105;11.913;5.044;3.637;4.439;2.384;2.889;10.857;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;;8;SAO PAULO;SP;12/2012;908.505;539.215;228.639;98.461;32.698;9.492;0;0;0;0;0
ORIGINAL;51.781;b1;C;2;;199;PORTO ALEGRE;RS;12/2012;907.850;0;337.472;255.979;168.198;76.872;25.505;8.647;5.130;30.046;0
BANCO FORD S.A.;90.731.688;b2;I;3;;8;SAO PAULO;SP;12/2012;871.400;0;504.780;275.367;27.876;62.766;112;4;156;340;0
BANCO INTERMEDIUM S/A;416.968;b1;I;2;;8;BELO HORIZONTE;MG;12/2012;858.030;58.363;674.346;26.480;21.337;15.249;10.475;11.518;7.253;33.008;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;;5;VITORIA;ES;12/2012;809.769;3.800;570.355;138.613;53.316;7.205;4.984;14.152;2.075;15.268;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;12/2012;789.722;0;430.183;36.884;52.811;27.433;45.541;21.061;28.804;147.005;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;12/2012;783.302;0;113.710;235.746;227.591;57.430;28.924;25.950;15.358;78.592;0
BANCO MONEO S.A.;7.441.209;b2;I;2;;8;CAXIAS DO SUL;RS;12/2012;740.926;20.777;66.748;491.280;86.841;48.367;16.082;1.424;0;9.407;0
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27.406.222;n1;I;2;;14;VITORIA;ES;12/2012;729.329;0;517.596;52.962;26.163;17.398;15.290;13.386;11.331;75.203;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;;30;CURITIBA;PR;12/2012;687.433;73.130;524.959;84.892;2.134;689;379;202;146;902;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;;30;FLORIANOPOLIS;SC;12/2012;631.640;292.948;205.733;42.298;23.445;8.513;21.271;4.745;8.226;24.461;0
CREDIT AGRICOLE;51.066;b1;C;3;;199;SAO PAULO;SP;12/2012;629.476;561.964;38.715;28.797;0;0;0;0;0;0;0
BOFA MERRILL LYNCH;51.255;b1;C;3;;199;SAO PAULO;SP;12/2012;613.738;582.824;30.914;0;0;0;0;0;0;0;0
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;;30;SAO PAULO;SP;12/2012;611.155;302.534;141.028;95.506;28.934;17.126;10.611;5.532;994;8.891;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79.342.069;b3S;I;2;;9;MARINGA;PR;12/2012;607.328;0;225.554;306.143;33.043;12.220;6.450;4.290;2.761;16.867;0
BMW;51.420;n1;C;3;;197;SAO PAULO;SP;12/2012;593.350;117.335;171.303;212.620;57.130;31.174;2.029;326;479;953;0
BANCO GUANABARA S.A.;31.880.826;b1;I;2;;8;RIO DE JANEIRO;RJ;12/2012;587.161;609;229.905;222.566;73.010;19.757;1.368;13.963;6.439;19.544;0
WESTLB;51.554;b1;I;3;;199;SAO PAULO;SP;12/2012;541.716;442.817;96.297;751;295;224;144;143;137;907;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91.586.982;b3S;I;2;;9;NOVA PETROPOLIS;RS;12/2012;524.772;0;148.543;111.359;190.527;49.271;10.086;3.202;2.810;8.975;0
RENDIMENTO;51.468;b1;C;2;;199;SAO PAULO;SP;12/2012;524.537;0;349.129;105.619;33.135;11.594;120;4.964;9.887;10.090;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;;9;SORRISO;MT;12/2012;502.361;0;19.641;142.978;309.406;17.101;1.256;3.485;1.246;7.248;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26.565.770;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;12/2012;501.567;0;26.591;259.599;181.279;17.629;3.028;3.388;964;9.089;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;;9;CERRO LARGO;RS;12/2012;491.312;0;125.697;122.778;156.096;38.225;18.608;7.660;3.467;18.782;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78.414.067;b3S;I;2;;9;MEDIANEIRA;PR;12/2012;479.989;0;218.757;207.982;22.341;8.462;5.450;4.674;1.278;11.045;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43.818.780;b2;I;3;;8;BARUERI;SP;12/2012;475.068;100.577;188.480;168.608;14.587;398;665;4;162;1.587;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;;8;PORTO ALEGRE;RS;12/2012;474.786;0;413.711;20.672;14.081;5.905;2.994;2.326;1.595;13.502;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;;9;CAMPO MOURAO;PR;12/2012;434.645;11.601;265.353;131.193;17.273;4.970;1.908;864;72;1.410;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26.529.420;b3S;I;2;;9;NOVA MUTUM;MT;12/2012;412.333;0;39.162;181.314;159.955;13.273;5.529;918;1.179;11.003;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53.923.116;b3S;I;2;;9;RIBEIRAO PRETO;SP;12/2012;402.041;286;359.775;12.446;3.833;2.568;9.498;3.131;2.024;8.478;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;;30;SALVADOR;BA;12/2012;397.519;133.787;67.840;131.271;27.235;3.573;3.788;3.981;221;25.822;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;;9;DOURADOS;MS;12/2012;396.353;0;99.702;146.528;126.215;9.725;3.566;2.255;1.555;6.808;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88.038.260;b3S;I;3;;9;CRUZ ALTA;RS;12/2012;396.106;0;38.757;148.465;178.842;18.295;1.654;2.030;519;7.544;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74.064.502;b3S;I;2;;9;FLORIANOPOLIS;SC;12/2012;383.647;0;215.521;154.773;6.963;2.050;1.452;285;566;2.036;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;;9;LINHARES;ES;12/2012;379.503;14;100.422;170.471;73.814;11.147;2.767;4.585;2.428;13.855;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;;8;SAO PAULO;SP;12/2012;377.930;25.549;136.827;155.458;32.652;5.407;2.175;1.525;907;17.430;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37.395.399;b3S;I;2;;9;GOIANIA;GO;12/2012;373.612;0;234.033;108.789;17.521;4.264;1.590;449;302;6.665;0
INTERCAP;50.476;b1;C;2;;199;SAO PAULO;SP;12/2012;371.452;0;44.277;269.715;6.356;19.406;5.756;1.232;18.177;6.533;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;;8;GUARULHOS;SP;12/2012;362.239;44;281.987;20.638;23.073;7.369;4.628;3.644;2.979;17.876;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35.571.249;b3S;I;2;;9;JOAO PESSOA;PB;12/2012;352.926;0;278.717;37.949;21.475;2.948;2.648;1.853;841;6.494;0
BANCO FICSA S.A.;61.348.538;b1;I;2;;8;SAO PAULO;SP;12/2012;337.507;0;239.268;17.731;14.709;22.139;6.601;5.613;3.784;27.663;0
BANCO MODAL S.A.;30.723.886;b1;I;2;;8;RIO DE JANEIRO;RJ;12/2012;326.186;80.353;147.934;22.724;48.898;26.225;0;0;0;52;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI   SICREDI VALE DO PIQUIRI PR;81.099.491;b3S;I;2;;9;PALOTINA;PR;12/2012;323.005;0;94.936;179.638;31.282;7.731;3.141;1.093;1.240;3.944;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87.780.268;b3S;I;2;;9;ERECHIM;RS;12/2012;321.357;0;91.449;150.705;59.154;8.390;3.019;550;2.260;5.830;0
CAIXA GERAL;51.815;b1;C;3;;199;SAO PAULO;SP;12/2012;314.686;26.805;44.449;162.714;80.609;0;0;0;0;110;0
BANCO TRICURY S.A.;57.839.805;b2;I;2;;8;SAO PAULO;SP;12/2012;311.156;707;117.017;115.188;63.584;10.493;452;645;273;2.797;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO/SC;78.825.270;b3S;I;2;;9;CHAPECO;SC;12/2012;307.899;0;176.720;80.536;37.714;3.296;879;1.239;1.050;6.465;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95.594.941;b3S;I;2;;9;SANTA MARIA;RS;12/2012;301.909;0;65.290;98.368;109.389;11.986;5.002;3.372;1.134;7.369;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;;9;CARLOS BARBOSA;RS;12/2012;292.727;0;94.497;103.838;64.615;16.074;6.018;2.233;470;4.982;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS LTDA;2.398.976;b3S;I;2;;9;LONDRINA;PR;12/2012;290.017;2.462;158.799;88.589;28.715;1.626;2.291;1.201;4.485;1.851;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;12/2012;284.616;0;164.027;92.862;12.192;9.698;1.903;524;539;2.871;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42.898.825;b3S;I;2;;9;BELO HORIZONTE;MG;12/2012;277.964;0;83.167;95.242;75.655;20.684;889;419;1.111;798;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87.733.770;b3S;I;2;;9;RODEIO BONITO;RS;12/2012;275.612;0;72.822;56.270;116.468;18.224;6.222;1.612;749;3.245;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, OUTROS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO.;36.900.256;b3S;I;2;;9;CUIABA;MT;12/2012;272.942;0;207.658;50.165;5.963;2.059;3.059;551;85;3.402;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;12/2012;266.293;29;143.099;86.831;25.582;3.152;1.852;2.166;362;3.221;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32.467.086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;12/2012;266.115;6;167.710;73.875;6.209;11.138;1.330;808;318;4.720;0
