Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;12/2023;893.688.815;919.494;5.834.057;14.809.870;27.626.749;24.177.818;29.851.293;6;103.219.288;162.065;1.954.380;3.869.738;3.826.354;757.520;4.303;0;10.574.360;1.535;9.280;22.635;40.921;15.414;146;0;89.931;1.713.173;19.051.941;51.658.518;121.085.241;100.153.304;292.773.750;121.852.207;708.288.134;2.103.360;9.228.657;3.165.031;242.125;48.794;47.427;0;14.835.392;726.200;3.487.433;13.669.511;11.670.230;9.113.460;6.638.046;0;45.304.882;1.417.250;3.600.611;1.963.711;1.772.283;1.090.085;1.524.254;8.634;11.376.829;0
C6 BANK;52.072;b1;C;2;S3;199;SAO PAULO;SP;12/2023;32.410.767;32.099;879.103;2.420.499;4.774.177;2.778.897;1.184.152;0;12.068.927;48.774;697.113;1.656.557;2.321.541;768.066;371.860;1.078;5.864.989;42.577;434.540;1.120.521;2.032.954;561.463;3.329;0;4.195.384;0;0;0;0;0;0;0;0;1.174.446;5.821.402;2.544.840;172.232;47.044;13.897;0;9.773.862;0;0;0;0;0;0;0;0;45.389;35.681;188.293;90.433;48.948;88.170;10.691;507.605;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;12/2023;27.141.249;38.232;582.686;776.021;1.291.914;5.180.334;2.864.004;2;10.733.191;106.744;1.535.711;1.266.171;1.461.083;543.825;152.956;0;5.066.490;618;4.100;9.806;13.375;2.968;349;5;31.220;1.984;115.241;249.082;660.630;639.841;2.818.799;2.715.306;7.200.882;334.062;211.526;163.629;41.155;6.566;2.767;0;759.705;1.412;73.024;451.085;182.005;171.260;172.411;0;1.051.196;73.060;87.363;305.243;393.092;472.235;900.970;66.599;2.298.564;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;C;2;S3;11;PORTO ALEGRE;RS;12/2023;22.693.541;0;120.831;316.127;524.799;227.814;62.871;0;1.252.442;0;7;49;54;47;0;0;157;0;488;1.158;1.847;1.529;2.007;0;7.029;0;26.634;61.584;160.016;155.748;702.230;672.756;1.778.967;0;0;0;0;0;0;0;0;0;436.572;3.510.140;6.182.024;5.026.411;4.365.837;0;19.520.982;1.124;12.575;42.426;59.379;14.574;3.884;0;133.963;0
INTER;51.884;b1;C;2;S3;199;BELO HORIZONTE;MG;12/2023;22.407.004;38.595;297.662;844.698;1.709.505;1.137.487;447.369;30;4.475.347;56.386;387.826;749.605;831.555;260.168;128.807;0;2.414.347;7;151;467;724;167;8;0;1.524;9.873;95.061;200.117;506.903;476.795;1.969.152;1.656.990;4.914.891;1.227.277;5.966.641;1.610.947;82.507;1.243;79;0;8.888.694;6.799;10.273;151.753;22.256;79;0;0;191.160;22.136;168.604;106.288;220.722;176.218;747.319;79.753;1.521.040;0
XP;52.120;b1;C;2;S3;199;RIO DE JANEIRO;RJ;12/2023;20.569.140;0;0;0;0;0;0;0;0;19.104;518.044;1.275.603;5.082.865;5.337.759;303.775;0;12.537.150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173.684;5.626.617;2.048.402;27.428;0;410;0;7.876.541;0;0;0;0;0;0;0;0;4.737;5.529;14.842;38.107;30.627;60.935;672;155.450;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;12/2023;19.359.896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.996;86.112;880.419;820.462;463.900;415.667;232;2.681.787;36.444;780.070;6.753.316;5.440.826;2.653.001;1.013.812;641;16.678.110;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;12/2023;18.779.299;0;102;261;270;107;36;0;776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.899.404;9.720.766;4.861.651;1.296.575;126;0;0;18.778.523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO SICOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;12/2023;18.738.921;10.290;202.689;521.408;1.177.537;770.931;433.077;0;3.115.933;3.635;35.616;98.784;179.178;84.269;26.300;0;427.782;0;0;0;0;0;0;0;0;1.665;12.512;27.782;73.291;72.383;331.099;322.426;841.158;90.221;1.396.260;7.445.738;298.539;40.884;0;0;9.271.642;0;150.084;699.569;1.576.501;1.336.837;1.294.471;0;5.057.461;115;1.589;3.575;6.686;5.161;7.819;0;24.946;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;12/2023;18.097.524;46.548;237.995;657.645;1.279.866;707.928;246.149;9;3.176.140;124.593;573.787;1.040.313;1.050.174;372.409;222.263;0;3.383.539;10;7;20;28;3;0;0;69;0;0;0;0;0;0;0;0;503.114;8.184.293;156.278;19.706;17.900;90;0;8.881.380;0;0;0;0;0;0;0;0;506;9.146;6.974;49.827;726;343;0;67.523;2.588.873
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;12/2023;17.759.877;100.904;895.605;2.449.241;4.762.398;2.853.211;1.525.953;0;12.587.312;6.834;25.312;56.255;54.535;14.299;4.327;0;161.561;86.392;327.846;772.838;1.009.794;116.742;2.079;0;2.315.690;62;689;2.224;4.932;3.617;7.413;870;19.807;76.678;665.742;79.750;187.355;282.806;415.305;0;1.707.635;0;192;410;905;196;0;0;1.703;2.429;121.785;330.557;320.088;109.446;75.690;6.174;966.168;0
PORTO SEGURO;51.444;n1;C;2;S3;197;SAO PAULO;SP;12/2023;16.246.173;3.633;17.556;39.368;50.355;9.935;55;0;120.902;13.515;41.003;51.080;19.608;1.647;2;0;126.856;38.468;213.516;496.177;604.394;85.492;82;0;1.438.129;0;0;0;0;0;0;0;0;1.209.377;7.768.517;4.491.303;509.175;176.355;2.685;0;14.157.413;0;0;0;0;0;0;0;0;6.341;65.419;149.419;169.460;12.215;19;0;402.873;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;12/2023;14.881.106;114;1.711;4.121;4.925;1.058;6;0;11.934;36.403;102.293;467.624;289.487;21.860;28.149;54.499;1.000.315;674;1.820;5.683;5.253;458;0;0;13.889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209.329;409.074;5.605.091;3.740.665;1.664.672;1.936.671;116.109;13.681.610;22.421;78.937;69.763;1.170;152;914;0;173.359;0
AGIBANK;51.956;b1;C;2;S4;199;CAMPINAS;SP;12/2023;13.457.154;55.070;439.315;1.018.745;2.484.788;2.518.028;2.230.796;0;8.746.742;191.997;767.906;1.556.142;836.455;54.844;16.549;0;3.423.892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.925;352.968;47.960;152.263;292.739;390.152;0;1.284.006;0;0;0;0;0;0;0;0;852;1.425;175;41;20;0;0;2.514;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;C;3;S3;8;SAO PAULO;SP;12/2023;13.451.694;708;5.574;11.090;15.610;3.183;15;0;36.181;17.207;14.850;23.618;32.536;10.371;50;0;98.631;82.820;1.548.263;3.963.481;6.520.306;1.198.340;3.673;0;13.316.882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S3;8;BELEM;PA;12/2023;12.560.356;22.230;643.875;1.497.454;3.071.361;1.884.019;2.717.066;1.965;9.837.970;36.926;278.619;492.837;452.199;91.773;20.306;0;1.372.660;21;10;27;71;68;18;0;214;400;22.537;61.391;145.060;115.806;320.669;118.215;784.078;41.669;102.163;32.981;4.309;0;0;0;181.123;3.146;556;40.193;36.072;27.284;32.692;0;139.944;4.795;21.051;45.202;78.296;42.427;50.253;2.342;244.366;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;12/2023;12.328.671;0;0;0;0;0;0;0;0;1.485;8.144;19.887;37.957;12.718;37;0;80.228;8.976;24.451;60.938;110.929;27.974;23;0;233.291;0;0;0;0;0;0;0;0;0;266;687;0;0;0;0;953;47.183;193.913;3.102.380;5.040.606;2.793.555;806.050;0;11.983.687;0;16.111;14.231;142;29;0;0;30.512;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;12/2023;11.993.482;41.229;490.911;1.320.304;2.375.770;1.208.080;390.036;0;5.826.330;150.322;979.367;1.839.158;1.585.426;443.204;157.628;5;5.155.110;0;7;18;30;0;0;0;54;0;1.694;3.935;9.613;8.440;20.111;1.903;45.696;22.964;127.580;114.786;137.401;75.368;329.208;0;807.306;0;672;3.335;1.490;655;0;0;6.152;51.105;47.546;44.081;9.470;591;39;0;152.833;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;12/2023;10.705.292;0;0;0;0;0;0;0;0;7.518;19.270;51.989;90.318;42.616;4.092;0;215.803;0;99;473;657;269;0;0;1.499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74.076;412.461;2.577.395;4.206.230;2.381.943;763.017;0;10.415.123;12.954;30.311;24.572;4.372;511;147;0;72.867;0
BANCO JOHN DEERE S.A.;91.884.981;b1;I;3;S3;8;INDAIATUBA;SP;12/2023;10.169.278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.478;96.872;2.796.359;3.961.822;2.350.022;829.063;0;10.079.617;4.135;5.713;57.553;18.797;3.462;0;0;89.661;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;12/2023;9.721.436;0;2.621;10.770;21.013;14.505;10.232;0;59.141;102.233;347.032;539.318;373.150;102.812;31.418;0;1.495.962;0;0;0;0;0;0;0;0;5;8;18;43;30;99;51;254;364.244;1.553.681;406.486;13.714;280;0;0;2.338.406;0;2.095;53.081;289.900;0;0;0;345.076;314.454;1.409.062;1.794.287;1.547.043;359.548;1.591;56.611;5.482.597;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;C;3;S3;8;SAO PAULO;SP;12/2023;8.006.798;0;0;0;0;0;0;0;0;4;301;709;751;95;0;0;1.860;53.107;1.020.365;2.736.088;3.571.616;548.245;1.152;0;7.930.572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;572;11.770;27.842;31.516;2.665;1;0;74.366;0
BANCO GM S.A.;59.274.605;b2;C;3;S3;8;SAO PAULO;SP;12/2023;7.412.088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.049;899.401;2.276.056;3.531.385;657.027;3.170;0;7.412.088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;12/2023;6.953.894;19.267;481.280;1.299.506;2.537.257;1.491.472;803.544;0;6.632.326;0;27.453;70.675;98.653;30.720;11.521;3;239.025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;7.772;18.496;30.540;14.080;5.465;0;76.391;0;0;0;0;0;0;0;0;88;420;985;1.825;1.227;1.543;65;6.151;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;12/2023;6.567.395;7.846;144.690;405.580;806.093;580.876;969.518;0;2.914.602;6.345;49.977;97.726;115.867;44.049;6.355;0;320.319;331;3.981;11.034;19.536;5.166;29;0;40.076;444;23.250;67.925;179.788;175.318;790.554;879.497;2.116.776;35.941;583.918;18.189;869;0;0;0;638.918;2.447;10.507;129.670;97.927;63.595;29.816;0;333.962;8.021;53.945;50.682;56.121;20.509;13.314;150;202.742;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;12/2023;6.186.860;0;0;0;0;0;0;0;0;2.948;5.301;2.827;52;0;0;0;11.128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.462.336;3.151.110;1.461.282;100.821;184;0;0;6.175.732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;12/2023;5.525.371;2;4;0;0;0;0;0;6;169.246;247.090;230.239;39.497;2.927;2.626;0;691.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;946.643;2.696.635;1.159.863;30.596;2;0;0;4.833.739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;12/2023;5.411.138;0;0;0;0;0;0;0;0;20;56;59;0;0;0;0;135;105.785;811.622;1.910.561;2.326.239;256.782;13;0;5.411.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;12/2023;5.255.572;0;0;0;0;0;0;0;0;56.064;155.174;279.209;219.046;16.330;0;0;725.823;178.726;587.120;1.291.340;1.457.969;129.988;0;0;3.645.143;0;0;0;0;0;0;0;0;364.615;246.961;90.249;10.641;2;0;0;712.468;0;0;0;0;0;0;0;0;23.856;68.469;75.981;3.814;17;0;0;172.138;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S3;9;BLUMENAU;SC;12/2023;4.834.999;212;3.428;9.246;15.037;5.068;2.919;0;35.911;84.246;417.768;944.972;1.064.489;228.080;146.483;6.711;2.892.749;3.323;34.507;89.826;127.227;23.187;712;0;278.782;121;11.924;32.298;73.956;58.064;150.112;51.193;377.668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.699;188.576;440.719;389.214;93.707;49.365;1.610;1.249.890;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;12/2023;4.820.853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.791;85.989;245.945;599.012;528.046;1.914.789;1.384.416;4.763.989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;1.207;3.511;8.770;7.994;28.280;6.991;56.864;0
WILL S.A. INSTITUICAO DE PAGAMENTO;36.272.465;n4;C;2;S4;41;SAO PAULO;SP;12/2023;4.647.988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.431.376;1.212.069;4.542;0;0;0;4.647.988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;15.581.638;n1;C;2;S4;14;PORTO ALEGRE;RS;12/2023;4.391.463;30.335;261.812;681.205;1.222.870;634.607;300.895;31;3.131.754;36.543;157.139;348.467;442.285;171.827;103.441;3;1.259.705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;3;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S3;9;BEBEDOURO;SP;12/2023;4.349.279;55;898;3.323;7.155;2.700;0;0;14.131;27.421;239.651;679.829;624.629;204.404;62.115;506;1.838.554;733;15.851;44.354;70.252;17.405;281;0;148.876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.145;301.208;1.360.719;364.669;86.328;1.642;0;2.136.711;25.912;92.392;44.894;46.802;864;145;0;211.008;0
BANCO BNP PARIBAS BRASIL S.A.;1.522.368;b1;C;3;S3;8;SAO PAULO;SP;12/2023;4.253.057;38.593;260.123;789.051;1.566.662;896.656;124.246;0;3.675.330;56;26;43;38;18;0;0;181;21;18;13;3;0;0;0;54;0;0;0;0;0;0;0;0;39.718;223.176;51.691;46.056;7;0;0;360.648;0;0;0;0;0;0;0;0;16.733;26.272;50.279;78.356;33.729;11.475;0;216.845;0
PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;12/2023;4.202.894;1;12;38;75;43;29;0;197;815;21.579;21.186;12.281;4.634;1.653;0;62.147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;963.529;2.193.613;742.568;4.082;0;0;0;3.903.791;0;0;0;0;0;0;0;0;3.776;66.562;104.705;61.593;123;0;0;236.759;0
