Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
PANAMERICANO;31.323;b1;C;2;;199;SAO PAULO;SP;09/2013;10.855.778;34.486;148.090;426.446;699.552;280.900;63.421;0;1.652.896;9.158;16.285;38.107;23.916;96;16;0;87.577;234.307;614.562;1.650.314;3.856.975;965.508;1.433;0;7.323.100;2.935;12.618;31.592;70.853;54.379;127.396;31.194;330.967;215.914;704.386;108.931;28.170;3.728;158;0;1.061.288;0;0;0;0;0;0;0;0;14.297;43.346;56.959;152.550;45.041;77.345;10.413;399.951;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;09/2013;8.456.151;226;7.456;19.579;21.090;1.915;0;0;50.265;286;397;996;886;13;0;0;2.578;68.024;1.093.311;2.779.330;3.834.338;626.909;1.298;0;8.403.211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;39;41;7;0;0;0;96;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;09/2013;7.569.008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.905;933.026;2.364.657;3.628.667;590.973;780;0;7.569.008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;09/2013;7.199.964;6.018;71.057;205.174;307.218;89.972;1.242;0;680.681;13.400;64.627;93.292;91.077;28.495;196;0;291.087;47.988;554.913;1.355.068;1.478.571;73.866;35;0;3.510.441;72;468;753;1.839;1.275;1.252;0;5.660;2.136;64.163;14.194;11;0;0;0;80.504;256;11.663;30.719;27.593;11.966;1.120;96;83.414;2.320;1.682.333;748.112;62.448;26.804;919;0;2.522.935;25.241
BRB;31.976;b1;C;1;;199;BRASILIA;DF;09/2013;5.930.087;7.527;257.325;642.949;1.441.768;816.687;146.964;0;3.313.221;15.297;299.144;304.875;535.891;233.031;44.271;0;1.432.508;1.886;14.388;38.571;72.921;18.796;18;0;146.580;1.313;15.206;39.205;78.753;69.646;80.539;0;284.661;8;2.136;138;0;0;0;0;2.282;6.579;38.389;124.031;58.884;26.790;17.299;0;271.972;14.719;34.696;181.822;68.421;46.884;25.523;106.798;478.864;0
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;09/2013;5.268.911;36.433;417.164;1.100.072;1.744.801;498.253;3.157;0;3.799.880;29.871;121.086;276.574;337.515;97.978;603;4;863.632;2.131;22.595;55.298;70.926;5.650;0;0;156.599;8;341;942;1.985;1.174;1.464;0;5.913;19.603;110.821;0;0;0;0;0;130.424;0;5.110;10.356;17.887;902;23.288;0;57.545;32.276;98.165;81.466;32.825;8.322;1.864;0;254.918;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;09/2013;4.698.284;37.546;260.574;772.761;1.505.233;580.773;9.395;0;3.166.282;18.622;27.060;33.103;7.666;106;0;0;86.557;1.642;6.398;13.406;6.322;0;0;0;27.768;0;0;0;0;0;0;0;0;146.665;893.296;352.974;23.903;0;0;0;1.416.837;0;0;0;0;0;0;0;0;0;10;417;413;0;0;0;839;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;09/2013;4.406.200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.988;606.373;1.011.618;759.927;371.083;199.182;0;2.980.171;12.356;202.505;382.819;440.151;280.169;108.029;0;1.426.029;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;09/2013;4.010.592;0;0;0;0;0;0;0;0;100;954;2.641;5.593;1.805;3.177;0;14.270;293;2.000;4.081;2.005;0;0;0;8.380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.757;394.662;739.735;1.648.886;903.507;243.637;0;3.985.184;144;653;1.273;540;147;0;0;2.758;0
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;09/2013;3.798.600;20.486;249.183;711.986;1.381.991;546.792;88.136;0;2.998.573;10.122;26.175;47.304;45.046;10.334;206;0;139.186;19.455;72.915;180.756;295.294;28.242;25;0;596.688;0;0;0;0;0;0;0;0;4;77;11;0;0;0;0;92;0;225;333;0;0;0;0;558;4.348;19.328;29.223;8.676;1.928;0;0;63.503;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;09/2013;3.407.777;458;5.133;25.764;47.158;19.012;502;0;98.027;5.352;5.976;13.138;19.492;429;44;0;44.431;0;0;0;0;0;0;0;0;0;2;5;13;13;65;145;243;0;0;0;0;0;0;0;0;408.571;14.907;27.459;11.661;3.173;681.335;0;1.147.106;27.479;1.312.328;693.309;61.393;17.052;6.408;0;2.117.970;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;09/2013;3.347.337;0;0;0;0;0;0;0;0;0;1.928;314;695;307;60;0;3.304;0;4.635;14.611;35.361;31.248;21.566;0;107.422;0;104;225;590;587;2.593;2.358;6.456;0;0;0;0;0;0;0;0;0;190.788;320.271;888.981;768.219;929.777;0;3.098.035;245;21.306;52.488;46.344;11.077;659;0;132.120;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;09/2013;3.312.147;3.386;148.528;377.681;631.179;274.317;85.968;0;1.521.059;133;55.407;45.517;21.273;1.731;0;0;124.061;5.690;279.193;679.166;653.186;40.353;22;0;1.657.610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;560;905;443;0;0;2.029;0;7.382;7;0;0;0;0;7.389;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;09/2013;3.003.773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494.176;1.691.401;743.097;75.099;0;0;0;3.003.773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;09/2013;2.827.832;0;0;0;0;0;0;0;0;106;36.648;29.667;124.178;113.361;3.049;0;307.009;0;594;3.712;8.551;1.921;0;0;14.778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.141;121.770;494.813;1.013.713;629.894;228.572;0;2.499.903;0;2.471;0;2.890;781;0;0;6.142;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;09/2013;2.797.338;1.546;7.130;19.629;19.204;2.433;4;0;49.946;61;477;1.783;144;2;0;0;2.468;5.557;47.314;117.495;168.194;19.393;17;0;357.969;0;0;0;0;0;0;0;0;172.803;1.630.672;573.900;9.581;0;0;0;2.386.956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIBRA;49.951;b1;I;2;;199;SAO PAULO;SP;09/2013;2.645.820;9.077;36.029;89.607;109.715;12.707;296;0;257.433;42.785;290.002;249.792;12.899;70;0;0;595.548;58.964;207.542;492.003;642.390;31.280;0;0;1.432.180;0;0;0;0;0;0;0;0;30.524;56.940;8.372;2;0;0;0;95.839;0;928;5.553;0;0;0;0;6.481;4.826;125.431;109.203;16.721;897;1.187;76;258.340;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;09/2013;2.569.287;2.667;114.942;450.646;814.799;368.832;19.431;0;1.771.317;20.356;218.130;269.033;171.254;8.708;1.303;8;688.792;0;0;0;0;0;0;0;0;16;69;672;205;0;0;0;963;26.406;45.664;16.900;137;0;0;0;89.106;0;236;2.133;347;368;4.171;0;7.256;5.580;5.204;1.068;0;0;0;0;11.853;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;09/2013;2.548.292;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;41.297;428.099;970.420;1.052.638;55.833;4;0;2.548.292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;09/2013;2.454.362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.195;91.432;260.593;613.401;518.995;900.989;0;2.394.605;229;2.681;6.500;17.205;14.541;18.602;0;59.757;0
J.MALUCELLI;30.881;b1;C;2;;199;CURITIBA;PR;09/2013;2.336.839;16.681;189.058;517.486;990.099;438.549;80.300;0;2.232.174;11.454;37.169;37.700;4.344;2;0;0;90.669;22;27;22;10;0;0;0;82;0;0;0;0;0;0;0;0;2.231;2.979;0;0;0;0;0;5.210;0;0;0;0;0;0;0;0;7.127;1.577;0;0;0;0;0;8.704;0
BANCO CNH CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;09/2013;2.231.279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;1.301;4.016;3.864;172;0;0;9.484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.136;43.543;419.650;732.349;501.934;208.693;0;1.913.306;23.155;55.054;67.376;120.749;36.883;5.273;0;308.489;0
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;09/2013;2.183.428;10.074;113.411;283.509;434.112;117.647;2.718;0;961.471;54.047;75.308;86.720;15.712;353;0;0;232.141;40.972;152.144;339.127;423.691;33.782;100;0;989.816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;09/2013;2.135.680;2.776;72.968;205.843;387.827;176.874;13.555;0;859.843;9.378;49.841;94.085;100.055;14.269;1.168;0;268.795;1.714;17.637;46.607;68.513;13.462;33;0;147.965;192;3.597;3.023;6.402;5.884;24.733;20.812;64.643;3.669;8.535;56.590;85.939;4;5;0;154.742;4.041;213.728;72.563;93.602;43.535;5.002;0;432.471;10.071;44.718;79.702;52.046;17.908;2.775;0;207.220;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;09/2013;2.113.134;0;0;0;0;0;0;0;0;0;171;373;345;13;0;0;902;11.691;348.075;756.235;898.787;85.125;80;0;2.099.993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;2.260;4.832;4.754;259;0;0;12.239;0
BONSUCESSO;50.706;b1;C;2;;199;BELO HORIZONTE;MG;09/2013;1.970.194;25.162;185.948;464.642;661.534;161.803;11.816;0;1.510.906;160;2.041;4.459;7.128;2.170;225;0;16.184;1;223;622;1.229;454;4;0;2.533;0;0;0;0;0;0;0;0;47.147;392.718;0;0;0;0;0;439.865;0;0;0;0;0;0;0;0;0;137;330;240;0;0;0;706;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;09/2013;1.816.303;0;248;738;1.059;17;0;0;2.061;417;8.768;20.920;27.210;4.061;1.274;0;62.649;425;16.437;42.603;74.033;16.111;36;0;149.645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.271;292.949;635.778;74.993;8.212;1.485;0;1.030.687;12.928;277.966;95.035;50.530;20.854;2.382;111.567;571.261;0
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;09/2013;1.809.698;0;0;0;0;0;0;0;0;0;28.562;114.435;397.167;50.767;3.261;0;594.192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.353;1.220;0;0;0;2.573;11;58.440;70.006;59.370;1.021;435;0;189.283;1.023.649
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;09/2013;1.740.959;1.690;25.729;66.025;125.353;47.838;417;0;267.053;36;220;289;278;82;7;0;913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.160;139.612;315.269;45;0;0;0;467.086;0;38.568;98.222;188.027;147.032;133.037;0;604.886;341;33.049;86.185;174.642;83.848;22.367;591;401.023;0
PERNAMBUCANAS;40.699;n1;C;2;;197;SAO PAULO;SP;09/2013;1.580.773;331;2.324;5.402;1.047;0;0;0;9.104;127.186;325.073;204.662;11.113;0;0;0;668.033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;382.348;314.234;406;0;0;0;696.987;0;0;0;0;0;0;0;0;109.380;55.010;37.690;4.570;0;0;0;206.649;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;09/2013;1.223.791;1.533;438;706;500;12;0;0;3.188;41.381;55.015;33.868;54;0;0;0;130.318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233.000;648.895;208.159;231;0;0;0;1.090.284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;09/2013;1.205.869;3.909;52.559;122.633;278.340;181.284;9.268;0;647.994;1.442;11.078;29.146;1.675;506;138;0;43.985;0;0;0;0;0;0;0;0;109;2.121;6.742;17.868;17.413;74.703;51.769;170.725;0;250.155;0;0;0;0;0;250.155;1.691;4.140;14.795;20.249;8.839;8.196;0;57.909;2.118;14.704;14.961;455;287;1.260;1.317;35.102;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;09/2013;1.032.046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;18;47;49;114;0;231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.056;54.576;81.761;249.167;228.519;410.936;0;1.029.014;132;412;444;1.496;224;92;0;2.802;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;09/2013;982.785;91;63.596;68.611;155.198;128.986;1.750;0;418.231;2.379;82.370;92.320;217.679;167.815;1.991;0;564.554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BIC;32.119;b1;C;2;;199;SAO PAULO;SP;09/2013;977.496;8.509;68.259;186.740;320.437;95.002;2.708;0;681.655;3.173;21.828;18.828;21.731;4.588;201;45;70.394;3.929;15.850;39.966;61.695;7.040;3;0;128.482;1;48;136;317;283;1.049;358;2.194;0;0;0;0;0;0;0;0;0;0;251;0;0;0;0;251;909;40.321;18.636;15.829;11.569;7.257;0;94.520;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;09/2013;974.272;8;149;366;202;0;0;0;725;4.003;84.141;216.745;254.558;13.207;709;0;573.364;1.244;17.906;50.363;66.870;108;0;0;136.491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.489;67.668;125.179;66.430;1.747;179;0;263.692;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;09/2013;918.100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.488;47.813;107.075;194.671;136.681;355.006;70.287;916.021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;61;166;393;296;614;520;2.079;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;09/2013;908.257;25;17;8;0;0;0;0;50;242.276;477.022;188.674;235;0;0;0;908.207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;09/2013;875.978;0;4;6;11;0;0;0;21;886;20.689;23.403;24.338;14.405;3.537;0;87.258;87;1.276;3.338;4.834;442;0;0;9.977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.303;156.273;188.470;243.944;1.546;22.267;0;616.804;4.472;26.239;37.556;35.376;25.103;9.622;23.550;161.918;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;09/2013;819.482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.189;109.784;262.184;385.030;50.288;6;0;819.482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;09/2013;818.662;0;0;0;0;0;0;0;0;13.454;55.412;78.341;25.321;1.145;0;0;173.674;32.423;85.184;175.452;209.538;20.567;1;0;523.165;0;0;0;0;0;0;0;0;48.718;73.104;0;0;0;0;0;121.822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
